local_current_A,local_current_B,local_current_C,local_ir,local_voltage_A,local_voltage_B,local_voltage_C,remote_current_A,remote_current_B,remote_current_C,remote_ir,remote_voltage_A,remote_voltage_B,remote_voltage_C,fault_type
12257.69517461517,11099.64093662581,1812.4244146845908,46.251447681679835,209362.29460300202,130815.93985261874,222656.13130641344,748.9419707458903,2601.4027365077964,1913.8897574039506,-2.3155649383970482,228586.18327164915,192867.48114807246,224793.47460752405,3
1924.807476672118,15978.978174779437,14129.398284436176,-115.92752668712173,222575.5145637813,120561.55308473328,133998.43038616577,2045.0996413975504,2918.762401736928,4545.8026461585305,-9.49044582226252,224790.42026394285,191955.16074125568,173721.86301598983,4
1841.3866842246107,15947.125963325845,13906.198451313114,4.253877820117777,222673.89451748642,121529.85353202924,133042.30429344944,1871.9400342806164,2716.9707781523016,4553.915326050476,92.1956423294263,224878.4156462523,192316.2265336351,173704.97425802329,4
1915.188040601661,16476.437038258075,14561.453012179167,108.89681369607361,222482.69769949646,131325.28410691087,123255.18253403336,2163.2324877821056,2544.7077862673023,4819.006246682686,-105.83832824625446,224654.37725765788,195686.83956141706,172960.86075767846,4
2178.5732737849967,15442.323090512593,13738.8833246477,-145.89517657851343,222719.83947422012,176295.83708970042,107852.8603305271,1810.5861193172839,1889.0208207822234,4051.4280197323574,-90.69141420750118,224865.73632171037,215776.25225006478,179577.5650704004,4
1922.8744349601795,12372.55939812523,11335.075713751541,-47.29595788484431,222699.81031771097,209030.93043038057,130982.43276032877,1850.766195627024,875.5268014944415,2498.612123071876,9.164972616570605,224868.88757267364,228100.58906614638,192872.07708641817,4
13821.436985328555,1962.9928160412014,15793.281974372507,-86.05134321739918,132575.69162705893,222637.87352702086,121612.02533742579,4579.744414340872,2010.2817675746428,2634.743468099054,55.332448629258785,173302.11606704126,224934.86526930908,192625.13677935384,5
13904.00728966121,1991.16812580134,15766.265431290598,-4.841049477463764,131543.13930299602,222826.0709022944,122679.83892251567,4607.229285379202,2073.653065700665,2831.1365433413534,224.31181213546992,173112.5437285511,224637.99732160268,193188.59052740817,5
14561.346825590206,1934.9217268765174,16319.670998329504,67.6253986247345,121759.8575831887,222518.75347108342,131933.5302501563,4375.969977127051,1930.3211313224292,2372.025464235156,13.07443448329655,172158.6770469085,224745.4006655476,196798.3389052379,5
13762.021858156206,1996.460356692659,15294.50595258494,-83.98758616994925,108454.73172985001,222533.0821210236,176021.14416565275,4000.594129654688,1973.0003070812734,2192.121014483944,-87.58219196439399,178585.80077494337,224628.03060625624,214749.0843868831,5
11096.246775384332,1873.157817973155,12419.093790251498,64.7761976620443,130905.95820527368,222532.77538276307,209017.70557366946,2714.4201702141104,1871.0094925962849,822.124917034441,-67.60215511127052,192454.64435783966,224706.89913876654,227506.44754135492,5
16700.168016015374,14130.237083925149,1915.344917590623,5672.373264147891,80992.37184034684,94209.90415680369,245815.0494502907,3193.313823120013,4460.714258081084,1865.8763467270599,857.7909597416435,181001.02370187722,173551.40154531333,226320.82096352326,6
16699.147932376425,14334.601171170525,1961.5518342299238,5671.659449245854,81340.38328745376,91785.46582513487,246040.36658101497,3318.938355966312,4446.894691887105,1926.5397973898991,880.3934195028847,181336.42751992965,174068.46665620702,226015.5373610835,6
16604.946690714918,14369.305685153102,1901.5654087744929,6811.938734237261,88986.81519603277,90047.83901733632,245121.65101709744,3318.7143434495915,4267.171869839689,1783.9325318401714,1186.9606101047248,186606.29653558266,172938.19419655087,225815.8294294143,6
15064.760878875277,13512.650239258068,2031.4519384922694,5638.297899907222,135273.7159474566,107000.09782677407,240410.67292535814,2228.815763509377,3303.2114107410953,1599.8355270344632,807.4862166532014,205889.34427888604,183611.63779954953,225136.88011807387,6
12485.939287643281,11450.168806100908,1954.5607860894102,4160.506452521984,176642.9379318788,145045.2879229538,234189.54249391134,1101.8218274416922,2258.559684851795,1865.7747238018546,594.350826570599,220664.84962750482,198579.9866254039,225056.29515496132,6
1853.1257421229768,15930.199744320686,14658.139194931631,6767.751618352898,245427.4355478267,81429.4828257499,93539.96136119473,1904.2537386471563,3303.793144259782,4313.1009516520135,1177.696256084397,225989.6415840045,183207.56188379996,171561.51134215028,7
1968.7754524110217,16060.828499195655,14854.285371347574,6989.241447696384,245490.28729557616,82024.21934083753,93189.75519378154,1980.3909857341978,3319.459041087505,4338.814631021751,1106.9534897307233,226097.24238857723,183388.82851129217,171490.67042096815,7
1913.680999115252,15919.561101192014,15089.992434792583,6820.101409680563,244571.60782206798,90351.49549778034,88000.71658811199,1718.5476475776857,2798.613498782844,4042.5960434745534,1080.662332414356,225949.86840982985,187098.82946059658,171915.4072927792,7
1996.539773796213,15597.98723052062,14004.145718474765,5305.090996771413,240155.65421171198,134781.1065235784,107412.04394037538,1936.7474981394337,2287.0815055140165,3667.525962779112,986.9745693773318,225259.6079329794,204399.70030304557,183231.06696987653,7
1923.651722988016,12652.085469508887,11675.542669281398,4042.7985178200292,234154.56854257095,176431.9160519568,145328.35141293146,1913.8752931002887,970.171032395226,2415.598343459433,770.0745100054744,224705.89745003646,219854.10940167954,198193.05971275794,7
14305.881268474563,1930.8777798291583,15533.901404955814,5825.611715443305,94092.84873902165,244916.5758978642,81568.13238081343,4373.083080101712,1752.24724909498,3071.7873951602746,1140.577756346771,172315.64948295904,226060.74706437887,181999.48716017444,8
14349.781027341678,2124.824529803292,15613.493194668506,5946.555490348456,93493.61629209798,244957.4714951622,81906.1108239683,4267.74142021842,1736.0425932148576,2987.6361460530557,1076.537362507469,172269.1000277484,226016.18877118817,182270.23053449357,8
14768.220608922147,2081.7407651533977,15619.148335457401,5561.656335943582,89439.08901326933,245389.79727690597,88740.74179280388,4066.9386640310913,2124.101352087161,2613.1537018625468,969.7949075006512,172417.7346885061,226081.7798066886,185205.5274635718,8
14255.394745119362,1835.8515518172446,16135.873539980214,5408.0434711312455,107386.19752189421,240139.29185491172,133666.12585729596,3624.849442466552,1817.6843385517543,2361.71832870423,909.1057110364463,182883.19136150033,225210.31220283743,204157.82714291156,8
11618.21368457784,1902.7958076834964,12880.89256958307,4156.536526924657,145263.10163478763,234188.2920352601,176406.46316941737,2366.5735043668396,1838.1365979398508,986.1584374615456,590.5639154441509,197858.94312838657,224684.4857323593,219816.06500998142,8
17115.18278809631,16962.36933438424,16397.615335473667,-126.19307816667062,70679.08182349635,68349.57050481695,70204.86191464674,4218.456923494415,4183.149984627815,4233.789491035651,-81.75937486465551,167630.44253409022,164977.15352117008,165663.5623877524,9
17328.446405476414,16798.611984474388,16329.31127836787,-16.312665821193033,70518.14831854343,68205.46313809893,70143.33605482162,4334.809079125292,4318.5622030377,4072.4136648412255,-79.93760274975868,167653.94626578875,165064.0557414898,165807.8993131964,9
18230.61558242275,16351.934869944278,15779.459781431458,27.945061684826456,70918.06085479035,72194.49570944856,71189.88191144564,4139.391839942726,4104.571426432824,3552.143838294177,-50.95458411087978,169550.08651320494,172016.0278102759,170927.64794541188,9
16474.385148971764,16366.955305296551,17724.93751945922,192.974745877057,109540.04759489783,108979.3708599018,108194.40660020869,3433.2577454261145,3027.6907884570865,3265.2531751060937,20.10757079002139,187890.7852266514,187673.39424233785,187343.9284299255,9
13511.424856589867,13495.872758626492,13886.855036566187,-49.05019127947793,155056.2520315364,154947.89084493942,154738.24349646928,1997.5245306093518,1969.9079862407189,1819.712465280287,-140.96477993159974,206365.77624594013,206225.88926774813,205761.4608356449,9
1993.3302825473463,1979.5188140179137,1931.0829413004199,-153.60051549581343,222804.39289388325,222798.02700259286,222517.70176704152,1893.6831781256603,1801.371488961637,2139.073165511485,-64.8829327817564,224754.98070380464,224696.49359053388,224557.27125812537,10
1979.532965659238,1962.3065418218198,1851.0431289579235,-38.29202479028513,222642.89448052706,222575.12408503643,222658.62191928233,1847.0785205544375,1996.0055377364883,2007.4569151652433,0.7770312739822806,224743.87377180948,224903.13678206943,224704.10868952994,10
1882.466312442777,1988.2830346772225,2016.2790153351084,-3.937298244455576,222740.96829948525,222818.44843027418,222621.65105628248,1933.693047168262,1956.9506571202055,1983.4560063812717,-7.76858845053806,224809.72951463595,224939.4470923635,224714.4646936659,10
1966.0414485913234,1906.294170293858,1878.8924310937973,-110.07531038154725,222430.42296198703,222769.29734155952,222700.08923056876,2085.3126430693546,1843.4694086894992,2049.2764372303054,0.35228940252465846,224653.945114912,224708.17494903784,224803.41374615644,10
1793.1245201255124,2030.5367586662353,1915.5220875743757,226.17749152820548,222742.51920662366,222670.5180284563,222688.72884581913,2053.5224803110377,1982.7405117991007,2049.7576536641486,-14.692823794213897,224811.05879412702,224867.46421164976,224652.5782914731,10
9133.757754134816,2159.841138844366,1954.8507502242242,9162.965767980319,111628.9802298351,243071.710184043,239947.9175780657,2465.141082878992,2154.971957607669,1730.1926710830408,1557.5958648099474,194032.62527412034,227356.24427597533,223930.8930797344,0
9204.73304556543,2044.2086699039482,1711.7838360932685,9168.169811051222,111949.18267191487,243262.697986531,239575.91093882258,2373.2492876891033,1956.058156475576,1855.2502633217873,1678.162957867679,194125.20847564266,227544.75991287,223905.87693461654,0
9207.411910521672,2069.7854447563636,1832.7224045497146,9071.056656093864,114723.37732888022,245228.35492662905,237109.05961786324,2280.980539484364,2016.2007456817214,1782.019067482225,1696.538969468595,196183.36145574847,227450.85233819621,223504.52436652678,0
8861.372996708567,2205.159293962618,1719.531682287888,7916.860868416521,142156.0135340434,248187.31064562898,226209.86758112296,1506.9653733931686,1890.8205446318714,1782.9159463036638,1391.7967355169583,206154.06272887255,227105.24988930605,223085.40604251242,0
7545.316942138594,2057.3841119980975,1885.7591492564056,6157.201811607886,173686.7046305992,245630.08161987865,218533.36124289787,832.7481513741261,1855.1733542273446,1659.4986092473155,1019.0026561935573,215552.86500824383,226662.3094087393,223110.0386834609,0
1722.773530044926,9526.79676724566,2132.955921594003,9373.990521765742,240960.1975330404,110967.59043286607,242385.1340732457,1733.5105868420837,2239.395317164302,2119.098157804762,1508.6807269129142,223584.53386515944,194160.7514811005,227739.7644787931,1
1934.0130573286735,9545.192338111048,2154.972052103584,9054.89949786418,240664.86256404666,111032.02623298705,242554.7390513628,1804.5536911109414,2161.7295563790294,2224.8638397594787,1687.8150606735055,223618.71124113875,194578.10602289008,227926.1714089865,1
1732.5408372825393,9800.415463776355,1998.0323196791878,9342.080861633893,237648.4418680642,113003.84454047802,245358.7658617228,1729.0542518011346,1836.867945104476,2199.279744118053,1547.4271295954218,223818.6157672958,196031.32649879207,227792.79380062252,1
1658.061432683542,9252.504297183827,2145.486111945896,8239.608967134138,223309.35968439962,162212.034539456,243270.32811071622,1572.0093465713758,1581.3589292838608,2164.400267516971,1300.4702697374973,222874.708018146,210888.56865615465,226788.52827532665,1
1690.7354880288733,7624.074133369503,2048.345696490888,6157.951828838159,218689.44498407937,173712.15879612378,244961.68118830113,1722.1826742821343,1187.1001950940727,1871.6178446647084,1144.2444094983794,223190.4022444324,215525.01222971937,226538.84621265184,1
2144.06671287031,1689.032105262898,9359.914032621955,8947.898407702165,242394.47653351197,240857.50414450004,110766.0623059609,2226.5205957837547,1738.7482123329114,2082.3249255499795,1572.8662114057483,227919.73183060522,223873.91685334043,194028.10603710922,2
2102.2552151013706,1890.9394314364538,9251.249944523937,9074.90125927793,242643.9465368552,240674.178948202,110962.35469676783,1992.0475487172773,1604.1306389934648,2156.950775456189,1630.011713493677,227888.19268238606,223809.21701756679,193966.54166905468,2
1997.4561983503386,1925.047082165097,9785.229401362163,9302.504824490645,245319.73145140318,237793.19658131164,112676.66639298131,2039.5725582508005,1858.4748850679578,1766.2933303536286,1662.622200867064,227910.5243578255,223547.10749268628,195925.56710415886,2
1965.0876213778993,1806.3882694860156,9055.078982676077,8286.96404108868,247745.29073896504,226838.37136412883,141780.6052445861,2088.830882935517,1935.0190973182516,1632.9877411183925,1445.1939283890506,227259.31321705945,223073.74909982126,206146.54061794226,2
2211.3803142245883,1945.9550631980019,7640.039344137619,6397.49378419343,245151.81395692364,218773.10886875694,173438.36757360122,2100.6540464257014,1675.1497520379924,1174.8791881121167,1120.672481057363,226664.35126623392,222992.7215721747,215377.6749350333,2
15904.112411267362,13876.683365911535,2074.2523269291205,-26.978981387417686,122768.52596660735,130803.02077349911,222530.26879325678,2698.09312320813,4688.116621735147,2082.807095417388,-175.93386997746296,192086.04313596684,172950.4134364347,224736.46119781843,3
15974.685861871667,13932.769404339468,1827.5748012723184,53.002110236924985,123679.38494732509,129743.4976906112,222643.90675426956,3002.0683982042106,4875.563090914244,1984.3741187484113,126.99812840753063,192646.4522126117,172858.8830333735,224730.7949286446,3
16078.8271820281,14303.886460294705,2055.422173363556,-175.37933618992344,132260.81465574115,122422.25519191673,222644.9645237897,2641.6675710321574,4585.763093914447,1909.4107064605969,41.77775711992656,197948.50129783203,171590.7862839507,224709.7002215165,3
15198.37238762133,13670.894107058433,1974.4662634430633,-45.456294372235675,187088.9203558498,128156.24122650272,222660.1052332561,1802.2246084891774,3951.3076716903756,2123.137530082961,129.33881705964907,219988.71254120005,190272.78712980644,224734.75301423,3
12290.073263624485,11171.075323164174,2067.8578170023834,26.309643711215905,215115.42052142252,151959.11509066174,222473.7811504525,799.3331570075192,2585.0213874324286,1954.5837672987354,-324.0874040639772,228427.20018170946,199808.04553735652,225013.01325229162,3
1938.4333025279104,15750.001058916356,13628.428371008684,-41.900830902808174,222512.8997350275,121668.8597257525,132588.36277738196,1841.3041922458287,2809.8263403841565,4733.461422889202,49.996262241125706,225009.70452904527,192233.7501505425,173262.01693542168,4
2120.2628882520858,15492.69079635181,13757.923896170074,-196.34270977627568,222630.05346714897,122673.46921308241,131397.4852501245,2016.6766978740684,2693.840387894322,4605.684373582109,58.67427554591137,224599.60414118948,192551.3533640921,173284.58311222744,4
1999.495075086454,16414.410468556922,14458.443792370308,-1.07417804659147,222843.45404125014,132078.6414878513,121997.4137173807,1856.3879300892993,2643.1867144312473,4628.118512629601,51.06128731880181,224786.8828999805,196916.5250278467,171905.09058271078,4
1953.5472527087154,15389.07871165962,13718.208999037215,-34.82088394894894,222647.86019067978,175801.404128622,108186.72605139326,1709.5629071651856,1939.4054343351042,4018.232584936813,157.3886763662789,224965.51335394123,214995.94572667478,178910.0881177643,4
1876.4726548866936,12413.239890214723,11317.803148042249,76.35722606497608,222677.46604910554,208982.48728914425,130999.52860185814,1936.728684045158,686.0842735031067,2858.1421305643753,-84.68292451300684,224858.89091229194,227625.62290683523,192675.9621555033,4
14113.63401779192,2145.4455496985793,16144.497350493764,165.56159374914182,132796.99404408346,222833.2457383219,121667.91894181985,4811.2442567669295,1937.3465782119563,2580.4960871997737,218.70071855113068,172410.53394348256,224885.1878990031,193561.61765043615,5
14109.525307896507,2079.28808704685,15985.94230352484,-11.3396702633366,131792.26814192013,222719.0019418487,122457.3776181484,4679.2397290275485,1783.673460439216,2841.5737666481978,37.919633872575055,172421.2710814104,224786.50652195184,193778.14676515193,5
15213.565207354788,2111.292584818842,17048.782177059893,-157.95220477391916,123266.95000701484,222678.19303538548,132400.4651964086,4986.385118777372,2000.756232706425,2988.62888878726,1.0273088422892778,171200.41965604597,224822.14476107873,196354.35022077445,5
13284.121609724998,1708.8921983435982,14840.230850447067,16.780961454401375,107863.03269216052,222478.58601219126,176901.59486864327,3985.251047274373,2001.4488172489157,1881.0772090128826,-75.77454783298127,179244.31656100656,224843.0266541178,215923.01098983892,5
10815.643428757736,2027.4869878585737,12228.578715572246,89.80418884008387,130751.51480115252,222523.89195782127,209324.68020669153,2516.7339197832493,1942.2243659736287,637.7494104937803,2.4478054343862414,193057.9632497438,224860.51124721547,228480.6185765433,5
16252.967321623792,14441.042610147899,1973.9080983867623,6746.053307039147,80281.73264423874,95043.16250843684,245732.5774981527,3094.313203156387,4447.437993849028,1934.2957960562671,1265.7289354081204,179401.8398108076,172617.49564553218,226011.7208439325,6
16038.033828655432,14550.566323181043,2026.9892897136428,6736.131512168569,80998.13755309097,94516.1872046367,245690.31307660157,3225.960260673771,4480.147900487864,1796.8652714870582,1152.8912693990014,179889.8071840048,172452.02218903898,226326.19906493707,6
16065.938723791005,14823.02278330622,1936.8374520686193,6783.327101360667,89455.46632898068,89151.81151657748,244748.3680816554,2866.1550747155643,4220.6781612659815,2056.8531927899653,1141.9281726743714,184062.76386633713,172843.8518603096,225880.2128525584,6
15373.591115882098,14316.394810131105,1918.247769885157,5402.079418805516,134497.726141211,106098.25459362705,239983.34718699803,1958.7921912068907,3384.154474721318,1939.57445799137,1042.8767337765096,204344.33697757,182534.64204419908,225245.51432487377,6
12543.674092462774,11641.642509335255,1906.0067385852747,4183.891007241499,178284.17147460722,169572.31663310627,231706.29000362035,1094.9856823913037,2370.709794082993,1973.943242389152,729.098063868782,218801.52690179192,203956.66084491042,224453.86706390683,6
2049.828553401198,15487.123975644732,14264.98001784743,6167.084406245166,245916.8389728701,81747.44055481843,94045.24824066128,1890.1761739165672,3050.9226122840705,4347.946390512611,1164.4641721609719,226264.03298327577,181524.7025304449,172251.39865772857,7
2006.1816445732552,15531.881520043557,14362.903693470444,6163.84919122545,246175.08288752992,81006.64706511906,93117.71577786817,2104.651065023212,2863.4108509505386,4299.094870786979,1200.544269447128,226182.89099349087,181797.77269085604,172231.86216070375,7
1940.969960358866,15670.807581987387,15041.457189882522,5949.066886222835,245089.56957319213,88526.4541839491,88959.73927939819,2082.324305859399,2628.224184511453,4156.361425156606,998.6038245362166,225720.21306870683,185131.10208211985,172575.7146500777,7
1951.5654988251927,16025.219713233775,14419.216432022034,5366.610490502932,240520.61580128322,133645.72111540005,107396.53016323881,1917.246013206665,2495.1296265610363,3593.910474819483,851.6370477452052,225307.23250335932,203482.04837223943,182956.01568569848,7
1929.7271867429429,12581.436822777487,11800.82599027846,4224.552724773171,234259.42712441782,175992.90342638618,145435.0517951549,1897.3257584700953,1107.7058429564345,2370.7563669041183,878.2327922426905,224704.32638213976,219463.4444763198,198176.99616655073,7
14166.426968091268,1823.9230888485426,16234.199101669199,5438.4489051816045,92862.18683656321,245153.3853012696,81716.70644168384,4480.556391508144,1958.1251986997142,3095.6439214072166,894.8294699115031,171220.69387954034,225979.6096800509,182641.61242305965,8
14301.736339588922,1816.521035478786,16308.805732279045,5338.235160189733,94196.97712051815,245300.53635785636,81635.49397203352,4420.98733903891,1724.6968180359308,3253.689444018994,771.6283384585289,171629.7629731932,225978.85547290783,182582.97357171145,8
15255.395783391145,1970.7801937095091,17364.71660343988,5064.285844328533,89251.94275311325,245414.8836103283,87498.37655794129,4381.593194201627,1905.4725280809087,3038.3878708150105,902.8430171223737,173936.94304795447,225955.63288656692,184569.32316694653,8
13500.397109443433,1861.8021157225905,15209.532334647309,5600.130374879869,107175.42106756744,240353.68468793563,134948.4468866221,3542.7413799397395,1825.483653134079,2123.977572579774,1007.6572432519689,183535.82963118007,225318.8941132503,205470.53228242713,8
11509.138250963922,1787.501201490576,12570.800264250356,4148.423324359194,145345.71354608695,234291.2438151335,176366.18057141776,2351.1596678971937,1869.0059673734554,881.0282813646883,902.5796899891874,198850.67829985716,224775.16666543722,220486.42723841977,8
17368.353740342947,16362.536877754283,16953.609395445153,-11.278931431171225,71380.84803670816,71112.86019205222,71047.68272658194,4275.231565708011,4355.447833856403,4237.333268110501,-11.402044703236097,166086.63611172873,165773.9290066006,167524.08791384636,9
17198.573736865812,16185.016215853435,17134.31226594338,-107.8523077421615,71257.64621804829,71156.41926626072,70899.12249955829,4467.602170578945,4131.170997983195,4160.473706755798,145.05395223848885,166378.4298813066,166176.35423284114,167617.48661406385,9
17428.272000026114,15398.310712391185,17771.02690638094,-162.8220816713644,71998.90187653931,71751.31860678077,70794.69933520794,4170.104300205532,3628.553917717457,4021.431092784939,279.0779298913777,171440.004170661,171491.50247564804,169360.48375071553,9
16193.688786581792,17419.53547551345,17069.366140408765,184.28650009702102,109519.64146452374,108008.71932015476,109226.00616912893,2828.1921761059516,3335.1365891814107,3223.0950223831383,77.29564545790518,188663.76233541814,186884.68720631846,188049.1347924083,9
13344.528134394739,14005.295467869435,13599.195164598594,26.694346771485627,155264.7586397414,154887.34813769837,155215.81811503938,1884.9875648295194,1974.4633243535554,1961.9610298858054,110.85144030404807,206087.33893114605,205782.48161390296,205910.9901265901,9
2003.8855884838108,1914.6384738145882,1970.805656350328,25.085636461114827,222791.30962921464,222616.30902619244,222693.05994917525,1999.3693183273067,2058.588805252856,1823.1295167996827,46.70519354294418,224625.7442726906,224825.13367096605,224633.1381530382,10
1974.4476078893977,2116.9650137103317,2036.727269082299,-23.694914352880303,222849.74084192366,222666.09984371113,222624.28187604927,2036.9064542902909,1875.428242746734,1935.4115099019955,-159.23897507419278,224726.88865646423,224758.36193212558,224718.96705035062,10
1981.470716654078,2075.787350389329,1721.2095989691613,24.723114195941488,222642.83685271288,222725.39749569475,222642.5588646685,1861.1705031407996,1888.268874801426,1932.6541184514806,91.84303561392804,224627.18685605883,224882.65129411212,224716.26820713823,10
1902.9248786761125,1974.962699175559,2131.2488970823315,-79.17242557128515,222757.63370275768,222639.20400680223,222553.23123698638,2136.6755968393077,2014.410644604191,1928.8187186509638,-47.40607600195085,224785.82069659713,224762.15195470885,224630.5491626988,10
2067.661641852206,1805.9167552941553,2174.3101965585392,-73.42129018048203,222779.13093508015,222817.19386142626,222599.51020677126,1918.044298949397,1776.5789710609336,1959.8019081561322,-60.483502541113744,224839.73511157633,224775.55434342904,224806.87681009836,10
8885.01449480297,659.1415228302884,517.5135077434156,9561.420660869153,116292.1688659084,256249.3540726094,251410.0103472082,1843.4158604469737,480.52127410123677,158.3071128858444,1781.4376014033858,198591.22305285826,236757.50761485114,233953.1541071326,0
9032.362914120169,620.1332878270347,496.48181340454903,9473.095984433556,116329.68780044132,256532.95702323568,251243.454823253,1894.3881833194955,639.1219007802682,61.27700822270387,1707.9228577023362,198612.69270621036,236690.99438460614,233792.0179274785,0
8905.966236538561,683.6739341249829,303.293381883002,9513.682447640898,119252.19806547157,257425.48019399587,249295.3359718435,1987.442922097487,593.2678840931785,226.58705388044234,1641.797970928586,199532.81680141753,236905.50224871302,233543.94866379222,0
8154.150211811892,530.416527459921,321.0003370264448,8470.063754012186,150216.2465732906,260961.56185812436,237446.40133580097,1622.9511925747786,608.3924607251563,53.512717507177626,1566.0899131942792,208323.82799058384,236353.57811257694,232823.36517199018,0
6105.618878305605,661.7248846303892,402.05351944472926,6040.520818333655,184061.435118821,257786.41277417497,228565.35954073563,850.3994350563873,338.8582516921574,370.0675036853795,1114.185576346945,218495.40435315817,235814.7431263859,232394.1808802298,0
195.36052446261448,8908.564393690885,793.0001403696123,9480.087794921552,250850.973642523,116657.81688426103,256091.07952029628,160.9240754333859,1918.777114860891,707.3078809488263,1573.296156995296,233604.48358328387,198655.76723894922,236873.9039385093,1
579.3835112257364,8815.93225832833,651.7981394929216,9420.218649802699,250573.67276293586,117070.90086227753,256397.17529856064,159.07442553842895,1886.8636902441588,572.2033700232431,1738.541949879294,233576.16224771738,198842.76264104652,236844.56008778856,1
