Month,Day,Hour,Open,High,Low,Close,Volume,OCChPrc,HLChPrc,HLAvg,HLAvg_1HrChPrc,HLAvg_2HrChPrc,HLAvg_3HrChPrc,HLAvg_4HrChPrc,HLAvg_5HrChPrc,HLAvg_1_2HrChPrc,Vol_3HrStd,HLAvg_3HrStd,HLAvg_5HrStd,HLAvg_5Hr,HL10HrAvg,Max10HrHLAvg_Fwd_High_ChPrc,Buy_or_not
09,01,12,103.12,103.15,103.05,103.09,18.72200063,0.029100786,0.097040272,103.1,0.024254184,0.092228533,0.038812342,0.135975136,0.160295332,0.067957866,1.798862691,0.049244289,0.05667892,103.04,103.0745,-0.077556956,0
09,01,13,103.1,103.19,102.95,103.02,11.5220003,0.077654824,0.233122875,103.07,-0.029097963,-0.004850837,0.063103733,0.009703086,0.106837607,0.024254184,3.661187147,0.016072751,0.035106979,103.062,103.06,-0.247116969,0
09,01,14,103.02,103.08,102.79,102.8,13.80400031,0.214007782,0.282128612,102.935,-0.130978946,-0.160038797,-0.13582343,-0.067957866,-0.12128857,-0.029097963,3.67954381,0.087891979,0.066951475,103.037,103.038,-0.247380675,0
09,01,15,102.8,102.83,102.56,102.64,28.97600075,0.155884645,0.26326053,102.695,-0.233156847,-0.363830407,-0.392822502,-0.368663594,-0.300956264,-0.130978946,9.487177778,0.189934199,0.16930003,102.975,102.9895,-0.004862394,0
09,01,16,102.63,102.85,102.59,102.84,15.79600037,-0.2042007,0.253436007,102.72,0.024343931,-0.208869675,-0.339575046,-0.3685742,-0.344409411,-0.233156847,8.244898135,0.131940643,0.190046047,102.904,102.9555,-0.024307244,0
09,01,17,102.76,102.85,102.55,102.6,3.601500072,0.155945419,0.292540224,102.7,-0.019470405,0.004868786,-0.228299412,-0.358979334,-0.387972842,0.024343931,12.69043953,0.013228757,0.170051463,102.824,102.932,-0.024307244,0
09,02,0,102.74,102.84,102.67,102.79,1.809000032,-0.048642864,0.16557904,102.755,0.053554041,0.034073209,0.058425435,-0.174867635,-0.305617541,-0.019470405,7.610903062,0.027838822,0.100087462,102.761,102.9115,-0.014585764,0
09,02,1,102.79,102.81,102.75,102.79,1.390500034,0,0.058394161,102.78,0.024329716,0.077896787,0.058411215,0.082769366,-0.150580463,0.053554041,1.174501299,0.040926764,0.036571847,102.73,102.8835,0.01459002,0
09,02,2,102.79,102.82,102.78,102.82,1.167000026,-0.029177203,0.038918077,102.8,0.019459039,0.043793489,0.097370983,0.07788162,0.10224451,0.024329716,0.325898376,0.022546249,0.041291646,102.751,102.863,0.004862867,0
09,02,3,102.82,102.84,102.81,102.81,0.994500021,0.00972668,0.029180041,102.825,0.024319066,0.043782837,0.068123206,0.121713729,0.102219626,0.019459039,0.1985466,0.022546249,0.047775517,102.772,102.838,-0.0680669,0
09,02,4,102.81,102.81,102.73,102.73,1.405000028,0.077874039,0.077874039,102.77,-0.053488938,-0.029182879,-0.009729519,0.01459783,0.068159688,0.024319066,0.206119103,0.027537853,0.027248853,102.786,102.805,-0.087540123,0
09,02,5,102.73,102.76,102.68,102.74,2.040500049,-0.009733307,0.077911959,102.72,-0.04865233,-0.102115244,-0.077821012,-0.058377116,-0.034061603,-0.053488938,0.527017803,0.052519838,0.039115214,102.779,102.77,-0.082717011,0
09,02,6,102.75,102.78,102.57,102.58,3.398000075,0.165724313,0.204738228,102.675,-0.043808411,-0.092439428,-0.14587892,-0.121595331,-0.102159953,-0.04865233,1.018063176,0.047521925,0.060683606,102.758,102.744,-0.257832263,0
09,02,7,102.58,102.64,102.39,102.47,15.21950033,0.107348492,0.244164469,102.515,-0.155831507,-0.199571651,-0.248126885,-0.301483102,-0.277237354,-0.043808411,7.248870289,0.107741976,0.118078364,102.701,102.726,-0.477396726,0
09,02,8,102.48,102.54,101.76,101.96,37.29350091,0.510003923,0.766509434,102.15,-0.356045457,-0.511322133,-0.554906542,-0.603288898,-0.656455142,-0.155831507,17.20423566,0.269087966,0.251430905,102.566,102.669,-0.516871465,0
09,02,9,101.95,102.09,101.88,102.03,17.1115004,-0.078408311,0.206124853,101.985,-0.161527166,-0.516997513,-0.672023375,-0.715537383,-0.763841588,-0.356045457,12.23488394,0.271216396,0.326178632,102.409,102.5975,-0.078362229,0
09,02,10,102.02,102.1,101.92,101.96,17.92300043,0.058846607,0.176609105,102.01,0.024513409,-0.137053353,-0.492610837,-0.647674702,-0.691199377,-0.161527166,11.42503075,0.08892881,0.311139036,102.267,102.523,-0.318315377,0
09,02,11,101.97,101.97,101.58,101.82,22.91900051,0.147318798,0.383933845,101.775,-0.230369572,-0.205912634,-0.367107195,-0.721845584,-0.876552228,0.024513409,3.144985604,0.129067166,0.274239859,102.087,102.4225,-0.191232716,0
09,02,12,101.81,101.82,101.5,101.69,31.04350071,0.118005704,0.315270936,101.66,-0.11299435,-0.343103617,-0.318674315,-0.479686735,-0.834024289,-0.230369572,6.622122619,0.178395628,0.19606759,101.916,102.3085,-0.044195639,0
09,02,13,101.69,102.03,101.52,101.95,37.87050086,-0.255026974,0.502364066,101.775,0.113122172,0,-0.230369572,-0.205912634,-0.367107195,-0.11299435,7.485127445,0.066395281,0.1506403,101.841,102.2035,-0.323434284,0
09,02,14,101.96,102,101.4,101.41,43.45750099,0.542352825,0.591715976,101.7,-0.073691968,0.039346842,-0.073691968,-0.303891775,-0.279452861,0.113122172,6.21731325,0.058380933,0.13571109,101.784,102.0965,-0.808823529,0
09,02,15,101.4,101.63,100.72,100.92,40.08200075,0.475624257,0.903494837,101.175,-0.516224189,-0.589535741,-0.477080464,-0.589535741,-0.818547201,-0.073691968,2.813636554,0.326917421,0.252006944,101.617,101.942,-0.944602972,0
09,02,16,100.91,100.91,100.43,100.66,19.23700022,0.248360819,0.477944837,100.67,-0.499135162,-1.012782694,-1.085728322,-0.97383435,-1.085728322,-0.516224189,13.11831231,0.515032361,0.469486422,101.396,101.7415,-0.237835695,0
09,02,17,100.67,100.77,100.32,100.41,32.26150071,0.258938353,0.448564593,100.545,-0.124168074,-0.622683469,-1.135693215,-1.208548268,-1.096793232,-0.499135162,10.53020957,0.333554094,0.567346896,101.173,101.5445,-0.034732559,0
09,02,18,100.41,100.55,100.16,100.47,66.76400184,-0.059719319,0.389376997,100.355,-0.188970113,-0.312903546,-0.810476896,-1.322517207,-1.395234586,-0.124168074,24.5590312,0.158613787,0.54565786,100.889,101.365,0.198906017,1
09,02,19,100.46,100.49,100.35,100.48,36.89700124,-0.019904459,0.139511709,100.42,0.064770066,-0.124322443,-0.248336148,-0.746231777,-1.258603736,-0.188970113,18.72586524,0.09656604,0.326163303,100.633,101.2085,0.36819584,1
09,02,20,100.48,100.62,100.45,100.52,28.214001,-0.039793076,0.169238427,100.535,0.11451902,0.17936326,-0.009945795,-0.13410152,-0.632567334,0.064770066,20.22183137,0.091150059,0.121911853,100.505,101.061,0.238521169,1
09,02,21,100.53,100.66,100.42,100.43,3.978500079,0.099571841,0.238996216,100.54,0.004973392,0.119498108,0.184345573,-0.004972898,-0.129134797,0.11451902,17.06058673,0.067884706,0.086703518,100.479,100.9375,0.630836479,1
09,03,0,100.4,100.55,100.38,100.44,10.28050035,-0.039824771,0.169356446,100.465,-0.074597175,-0.069627493,0.04481179,0.109610881,-0.079566363,0.004973392,12.57434662,0.041932485,0.078469739,100.463,100.818,0.740924913,1
09,03,1,100.47,100.58,100.45,100.55,9.78250034,-0.079562407,0.129417621,100.515,0.049768576,-0.024865725,-0.019893569,0.094602669,0.159434009,-0.074597175,3.503560818,0.038188131,0.051356596,100.495,100.692,0.780473255,1
09,03,2,100.55,100.75,100.55,100.69,8.754000301,-0.13904062,0.198906017,100.65,0.134308312,0.184143732,0.10940919,0.114388024,0.22903804,0.049768576,0.778462023,0.095699181,0.067767987,100.541,100.587,0.749379653,1
09,03,3,100.72,100.72,100.62,100.65,7.344000245,0.069547938,0.09938382,100.67,0.01987084,0.15420584,0.204051162,0.12930177,0.134281593,0.134308312,1.224213707,0.084310932,0.088501412,100.568,100.5365,1.12192216,1
09,03,4,100.64,100.69,100.63,100.68,5.067000164,-0.039729837,0.059624366,100.66,-0.009933446,0.00993542,0.144257076,0.194097447,0.11935548,0.01987084,1.86041212,0.01,0.095039465,100.592,100.5355,1.171913795,1
09,03,5,100.69,100.79,100.68,100.78,10.91150037,-0.089303433,0.109257052,100.735,0.074508246,0.064567398,0.084451068,0.218872805,0.268750311,-0.009933446,2.945900234,0.040722639,0.080420768,100.646,100.5545,1.13106459,1
09,03,6,100.77,100.81,100.69,100.81,13.51600046,-0.039678603,0.119177674,100.75,0.014890554,0.089409895,0.079467567,0.099354198,0.233795951,0.074508246,4.326800383,0.048218254,0.046043458,100.693,100.594,1.111000893,1
09,03,7,100.85,101.02,100.7,100.76,56.69800187,0.089321159,0.317775571,100.86,0.109181141,0.124087954,0.198688655,0.188735472,0.208643815,0.014890554,25.7159885,0.068251984,0.080156098,100.735,100.638,1.128489408,1
09,03,8,100.78,101.07,100.42,101.05,87.67200288,-0.267194458,0.647281418,100.745,-0.114019433,-0.004962779,0.009927036,0.084442678,0.074500844,0.109181141,37.24510411,0.065,0.071501748,100.75,100.659,1.573167112,1
09,03,9,101.05,101.56,101.03,101.24,57.34750181,-0.187672857,0.524596654,101.295,0.545932801,0.431290898,0.540942928,0.555914032,0.630836479,-0.114019433,17.69833304,0.290100557,0.239128626,100.877,100.7345,1.083103584,1
09,03,10,101.25,101.32,101.19,101.26,32.20850106,-0.009875568,0.128471193,101.255,-0.039488622,0.506228597,0.391631965,0.501240695,0.516205887,0.545932801,27.77212259,0.30664855,0.272658211,100.981,100.8135,1.32254244,1
09,03,11,101.27,101.48,101.25,101.42,31.89800106,-0.147899823,0.227160494,101.365,0.108636611,0.069105089,0.615415157,0.500694031,0.610421836,-0.039488622,14.60446768,0.055677644,0.280989324,101.104,100.8985,1.162790698,1
09,03,12,101.42,101.7,101.31,101.69,57.51750188,-0.265512833,0.384957062,101.505,0.138114734,0.246901388,0.207315267,0.75437987,0.639500297,0.108636611,14.70261176,0.125299641,0.288911751,101.233,100.984,0.943952802,1
09,03,13,101.68,102.02,101.68,101.96,32.34000069,-0.274617497,0.334382376,101.85,0.339884735,0.4784689,0.587625302,0.547904635,1.096828627,0.138114734,14.66549665,0.249616372,0.240946052,101.454,101.102,0.627327975,1
09,03,14,101.97,102.29,101.45,101.82,54.75300125,0.147318798,0.827994086,101.87,0.019636721,0.359588198,0.498199576,0.607377413,0.567648946,0.339884735,13.80755605,0.205203151,0.28012051,101.569,101.223,0.361716688,1
09,03,15,101.83,102.11,101.75,101.91,39.38500085,-0.078500638,0.353808354,101.93,0.058898596,0.078546883,0.418698586,0.557391605,0.666633746,0.019636721,11.46116674,0.04163332,0.252225098,101.704,101.3425,0.538634806,1
09,03,16,101.92,102.04,101.79,101.98,5.511999966,-0.058835066,0.245603694,101.915,-0.014715982,0.044173947,0.063819342,0.403920989,0.542593597,0.058898596,25.19335836,0.03122499,0.175762624,101.814,101.459,0.607604861,1
09,03,17,101.97,102.38,101.94,102.36,40.43400095,-0.381008206,0.431626447,102.16,0.240396409,0.225645051,0.284676549,0.30436917,0.645288409,-0.014715982,19.86633141,0.137325647,0.124498996,101.945,101.589,0.273490916,1
09,03,18,102.35,103.11,102.21,102.54,97.47950275,-0.185293544,0.880540065,102.66,0.489428348,0.731001325,0.716177769,0.775498184,0.795287187,0.240396409,46.42513148,0.379703832,0.329006079,102.107,101.7805,-0.601299583,0
09,03,19,102.55,102.65,102.33,102.41,36.05450122,0.1367054,0.312713769,102.49,-0.165595169,0.323022709,0.564195653,0.549396645,0.608618828,0.489428348,34.26952025,0.254230866,0.334148171,102.231,101.9,-0.297126157,0
09,03,20,102.42,102.45,102.24,102.37,25.68600089,0.048842434,0.205399061,102.345,-0.141477217,-0.306838106,0.181088489,0.421920228,0.407142156,-0.165595169,38.80473236,0.157665257,0.289210131,102.314,102.009,-0.107369449,0
09,03,21,102.36,102.37,102.28,102.28,4.351500138,0.07821666,0.087993743,102.325,-0.019541746,-0.160991316,-0.326319891,0.161511355,0.402296031,-0.141477217,16.16450328,0.090046284,0.188328171,102.396,102.105,0.132851421,1
09,04,0,102.35,102.39,102.25,102.38,16.67150059,-0.029302598,0.136919315,102.32,-0.004886391,-0.024427183,-0.165869841,-0.331190337,0.156617071,-0.019541746,10.70984399,0.013228757,0.147334653,102.428,102.1865,0.161636879,1
09,04,1,102.39,102.43,102.25,102.26,11.36450039,0.127126931,0.17603912,102.34,0.019546521,0.014659174,-0.004885437,-0.146355742,-0.311708553,-0.004886391,6.179655261,0.01040833,0.071186375,102.364,102.2355,0.287025286,1
09,04,2,102.27,102.27,102.18,102.19,12.1215004,0.078285547,0.088079859,102.225,-0.11237053,-0.092845973,-0.097727828,-0.117250476,-0.258561811,0.019546521,2.870534269,0.061441029,0.049168079,102.311,102.271,0.443922949,1
09,04,3,102.19,102.21,102.16,102.17,3.248000097,0.019575218,0.048942835,102.185,-0.039129371,-0.151455931,-0.131939015,-0.136818959,-0.156333968,-0.11237053,4.919173942,0.080467385,0.069408213,102.279,102.2965,0.502886215,1
09,04,4,102.16,102.2,102.09,102.1,8.088000268,0.058765916,0.107748065,102.145,-0.039144689,-0.078258743,-0.190541333,-0.171032056,-0.17591009,-0.039129371,4.442854424,0.04,0.084602009,102.243,102.3195,0.512720157,1
09,04,5,102.11,102.13,102.08,102.1,7.591500262,0.009794319,0.048981191,102.105,-0.039160018,-0.078289377,-0.117388114,-0.229626734,-0.210125098,-0.039144689,2.662646165,0.04,0.090138782,102.2,102.314,0.581611671,1
09,04,6,102.12,102.22,101.95,102,16.65750056,0.117647059,0.264835704,102.085,-0.019587679,-0.058740026,-0.097861721,-0.1369528,-0.249169435,-0.039160018,5.096979643,0.030550505,0.057271284,102.149,102.2565,0.493054197,1
09,04,7,102.01,102.14,101.91,102.04,16.16615054,-0.029400235,0.225689334,102.025,-0.058774551,-0.078350717,-0.117480053,-0.156578754,-0.195646857,-0.019587679,5.098339822,0.04163332,0.060663004,102.109,102.21,0.571764245,1
09,04,8,102.05,102.442,101.89,102.389,0.69881501,-0.331090254,0.541760722,102.166,0.138201421,0.079345643,0.059742422,0.020559009,-0.018593727,-0.058774551,9.075236799,0.070760158,0.055047252,102.1052,102.1921,0.275277718,1
09,04,9,102.38,102.722,102.29,102.611,0.660055009,-0.225122063,0.422328673,102.506,0.332791731,0.471453075,0.41240143,0.392732971,0.353419159,0.138201421,8.941280384,0.247265714,0.190468633,102.1774,102.2102,0.001947003,0
09,04,10,102.612,102.701,102.41,102.672,0.368020005,-0.058438523,0.284151938,102.5555,0.048289856,0.381242292,0.519970595,0.460890434,0.441212477,0.332791731,0.180836997,0.212037929,0.246089923,102.2675,102.23375,0.022395108,0
09,04,11,102.691,102.93,102.518,102.61,0.780645011,0.078939674,0.401880645,102.724,0.164301281,0.212670478,0.546169959,0.685126195,0.625948964,0.048289856,0.212165732,0.114285097,0.289682067,102.3953,102.27215,-0.32012047,0
09,04,12,102.629,102.831,102.071,102.269,1.172265016,0.352012829,0.744579753,102.451,-0.265760679,-0.101896047,-0.053655396,0.278957775,0.417544719,0.164301281,0.40216822,0.137744631,0.203315026,102.4805,102.29475,-0.224154195,0
09,04,13,102.27,102.731,102.25,102.622,0.443030009,-0.343006373,0.470415648,102.4905,0.038555017,-0.227308127,-0.063380316,-0.015121066,0.317620343,-0.265760679,0.364950639,0.147541802,0.106627506,102.5454,102.3253,-0.127030789,0
09,04,14,102.631,102.762,102.439,102.521,0.389095008,0.107295091,0.315309599,102.6005,0.107327021,0.145923417,-0.120225069,0.04387868,0.092189725,0.038555017,0.437425792,0.077470962,0.106272409,102.5643,102.37085,-0.47391059,0
09,04,15,102.509,102.708,101.818,101.968,0.683037014,0.530558607,0.874108704,102.263,-0.328945765,-0.221971793,-0.183502357,-0.448775359,-0.285211422,0.107327021,0.156479098,0.172125197,0.172313885,102.5058,102.38665,-0.421583518,0
09,04,16,101.979,102.171,101.84,102.109,0.338275007,-0.127314928,0.325019639,102.0055,-0.251801727,-0.579919201,-0.473214591,-0.434842022,-0.699447062,-0.328945765,0.186120667,0.298395012,0.23356407,102.3621,102.3787,0.101790136,1
09,04,17,102.122,102.32,102.029,102.12,0.211440005,0.00195848,0.285213028,102.1745,0.165677341,-0.086541564,-0.415202655,-0.308321259,-0.269885116,-0.251801727,0.24404634,0.130830361,0.239900396,102.3068,102.39365,-0.043979672,0
09,04,18,102.119,102.151,101.688,101.831,0.454490008,0.282821538,0.455314295,101.9195,-0.249573034,-0.084309179,-0.335898614,-0.663739455,-0.557124807,0.165677341,0.121563666,0.129731775,0.265167966,102.1926,102.369,0.121388924,1
09,04,19,101.829,101.962,101.819,101.929,0.249960003,-0.098107506,0.1404453,101.8905,-0.028453829,-0.27795585,-0.112739019,-0.364256867,-0.692004425,-0.249573034,0.13063283,0.156270065,0.162263828,102.0506,102.30745,0.306977109,1
09,04,20,101.92,101.94,101.797,101.807,0.171100002,0.110994332,0.140475653,101.8685,-0.021591807,-0.050039492,-0.299487641,-0.134306483,-0.385770024,-0.028453829,0.146265351,0.02557994,0.124738527,101.9717,102.23875,0.328624681,1
09,05,6,102.002,102.072,101.989,102.072,0.02261,-0.068579042,0.081381325,102.0305,0.159028552,0.137402407,0.108909482,-0.140935361,0.024508482,-0.021591807,0.115438443,0.087871118,0.126914144,101.9767,102.1694,0.198879223,1
09,05,7,102.072,102.149,101.8,101.852,0.467520007,0.215999686,0.342829077,101.9745,-0.054885549,0.104055719,0.082441444,0.053964158,-0.195743556,0.159028552,0.226516745,0.082275958,0.065781456,101.9367,102.12175,0.123349225,1
09,05,8,101.861,102.151,101.842,102.139,0.555055008,-0.27217811,0.303411166,101.9965,0.021574021,-0.033323369,0.125652189,0.104033251,0.075549821,-0.054885549,0.28551269,0.028213472,0.069647685,101.9521,102.07235,0.121388924,1
09,05,9,102.148,102.412,102.138,102.31,0.367345005,-0.158342293,0.268264505,102.275,0.273048585,0.294681514,0.239634227,0.399043865,0.377365898,0.021574021,0.093925904,0.167504478,0.150253952,102.029,102.0398,-0.304651799,0
09,05,10,102.319,102.332,101.868,101.998,0.522840007,0.314712053,0.45549142,102.1,-0.171107309,0.10147407,0.123069983,0.068116887,0.227253763,0.273048585,0.100375584,0.140771387,0.121312922,102.0753,102.0235,-0.417757886,0
09,05,11,101.991,102.101,101.708,101.772,0.423340006,0.215186888,0.386400283,101.9045,-0.191478942,-0.362258616,-0.090199174,-0.068644612,-0.123492485,-0.171107309,0.078755303,0.185344499,0.143925067,102.0501,102.0134,-0.48187579,0
09,05,12,101.76,101.89,101.328,101.332,1.050280014,0.422373979,0.554634454,101.609,-0.289977381,-0.480901077,-0.651185529,-0.379914997,-0.358422939,-0.191478942,0.336933966,0.24719139,0.24748409,101.977,101.95685,-0.334183924,0
09,05,13,101.33,101.819,101.28,101.63,0.309035007,-0.295188429,0.532187994,101.5495,-0.058557805,-0.348365381,-0.539177277,-0.709362014,-0.438250332,-0.289977381,0.399074673,0.190125178,0.311210419,101.8876,101.91985,-0.55981693,0
09,05,14,101.622,101.649,100.849,100.95,0.45171501,0.665676077,0.793265179,101.249,-0.2959148,-0.354299324,-0.643249317,-0.833496572,-1.003177707,-0.058557805,0.393294167,0.192976898,0.329622398,101.6824,101.8557,-0.74619524,0
09,05,15,100.952,101.029,100.529,100.642,0.576825012,0.308022496,0.497368918,100.779,-0.464202116,-0.758743273,-0.816856774,-1.104465455,-1.293829579,-0.2959148,0.133991034,0.388344885,0.426420362,101.4182,101.74675,-0.137089351,0
09,05,16,100.63,100.872,100.342,100.82,0.359275008,-0.188454672,0.528193578,100.607,-0.170670477,-0.634080337,-0.928118799,-0.986133118,-1.273250936,-0.464202116,0.109183081,0.332327148,0.450608977,101.1587,101.6044,0.018340075,0
09,05,17,100.828,101.031,100.541,100.672,0.363420008,0.154958678,0.487363364,100.786,0.177920025,0.006945892,-0.457288467,-0.751850083,-0.809967621,-0.170670477,0.124423257,0.101385403,0.391427899,100.9941,101.48555,-0.139066227,0
09,05,18,100.662,100.872,100.458,100.77,0.51902501,-0.107174754,0.412112525,100.665,-0.120056357,0.057650064,-0.113118805,-0.57679582,-0.871003796,0.177920025,0.091058736,0.091329075,0.253097215,100.8172,101.3524,0.018340075,0
09,05,19,100.762,100.882,100.711,100.861,0.237430003,-0.098154886,0.169792773,100.7965,0.130631302,0.010418114,0.188356675,0.017364729,-0.446917994,-0.120056357,0.141056812,0.073079295,0.085526019,100.7267,101.20455,0.008425685,0
09,05,20,100.872,100.931,100.85,100.89,0.096905001,-0.017841213,0.080317303,100.8905,0.093257206,0.224010331,0.103685036,0.281789538,0.110638129,0.130631302,0.214952834,0.113268486,0.112769123,100.749,101.0836,-0.045080302,0
09,07,22,100.929,100.951,100.697,100.865,0.023700001,0.063451148,0.252241874,100.824,-0.065913044,0.027282693,0.157949635,0.037703649,0.215690757,0.093257206,0.108617649,0.048329598,0.082022405,100.7924,100.97555,-0.064882963,0
09,07,23,100.873,100.922,100.785,100.852,0.009825,0.020822592,0.135932927,100.8535,0.029258907,-0.036673423,0.056549583,0.187254756,0.066973588,-0.065913044,0.046787488,0.033320414,0.086156398,100.8059,100.9,-0.036166544,0
09,08,0,100.854,100.911,100.591,100.628,0.124675001,0.224589577,0.318119911,100.751,-0.101632566,-0.072403396,-0.138268717,-0.045140456,0.085431878,0.029258907,0.062688368,0.052765993,0.053323775,100.8231,100.82015,-0.025269792,0
09,08,1,100.618,100.662,100.521,100.619,0.079515001,-0.000993848,0.140269197,100.5915,-0.158311084,-0.259782754,-0.230599857,-0.296360906,-0.203380078,-0.101632566,0.057859952,0.132029353,0.118215587,100.7821,100.7544,0.22203016,1
09,08,2,100.628,100.728,100.566,100.693,0.090915001,-0.06455265,0.161088241,100.647,0.055173648,-0.103224782,-0.204752438,-0.17555344,-0.241350771,-0.158311084,0.023484475,0.080969645,0.112408518,100.7334,100.7412,0.156361687,1
09,08,3,100.701,100.709,100.649,100.692,0.040605001,0.008938148,0.059613111,100.679,0.031794291,0.086985481,-0.071463311,-0.173023247,-0.143814965,0.055173648,0.026378793,0.044272828,0.101351739,100.7044,100.7484,0.175257425,1
09,08,4,100.691,100.911,100.68,100.858,0.079060001,-0.165579329,0.229439809,100.7955,0.1157143,0.147545381,0.202800435,0.044168296,-0.057509159,0.031794291,0.026300901,0.078154228,0.081369988,100.6928,100.74935,-0.025269792,0
09,08,5,100.847,100.952,100.819,100.892,0.074050001,-0.044602149,0.131919579,100.8855,0.0892897,0.205107321,0.236966825,0.292271216,0.133497434,0.1157143,0.020906359,0.103533006,0.118966697,100.7197,100.7714,-0.103514542,0
09,08,6,100.88,100.968,100.727,100.753,0.144650002,0.126050837,0.239260576,100.8475,-0.037666463,0.051589605,0.167363601,0.199211104,0.254494664,0.0892897,0.039394391,0.045181117,0.104166573,100.7709,100.7765,-0.468465256,0
09,08,7,100.75,100.752,100.238,100.29,0.801255011,0.458669857,0.512779585,100.495,-0.349537668,-0.387072473,-0.298128389,-0.182759066,-0.151022882,-0.037666463,0.401028184,0.215325529,0.157758914,100.7405,100.73695,-0.627282833,0
09,08,8,100.279,100.292,99.732,99.929,0.67812001,0.350248677,0.561504833,100.012,-0.480620926,-0.828478643,-0.865833048,-0.777316448,-0.662501614,-0.349537668,0.349018294,0.419445169,0.366573219,100.6071,100.65575,-0.171499222,0
09,08,9,99.918,99.978,99.792,99.792,0.466905006,0.126262626,0.186387686,99.885,-0.126984762,-0.606995373,-0.954411364,-0.991718334,-0.903314136,-0.480620926,0.169097571,0.321848308,0.46304306,100.425,100.5589,0.276060733,1
09,08,10,99.792,100.051,99.701,99.978,0.415835006,-0.186040929,0.351049638,99.876,-0.009010362,-0.135983682,-0.615951042,-0.96333573,-1.000639339,-0.126984762,0.139052356,0.076054805,0.431033119,100.2231,100.4714,0.205395248,1
09,08,11,99.99,100.28,99.96,100.212,0.509225007,-0.221530356,0.320128051,100.12,0.244302936,0.235270561,0.107987042,-0.373152893,-0.721386252,-0.009010362,0.046763269,0.138348594,0.253998622,100.0776,100.42425,-0.023434384,0
09,08,12,100.211,100.27,99.902,99.911,0.898635012,0.300267238,0.368360994,100.086,-0.033959249,0.210260723,0.201231416,0.073991121,-0.406985422,0.244302936,0.256078663,0.132156473,0.112308504,99.9958,100.36815,-0.013463648,0
09,08,13,99.919,100,99.348,99.462,0.421795009,0.459471959,0.656278939,99.674,-0.411645984,-0.445465441,-0.202250791,-0.211242929,-0.337959445,-0.033959249,0.253857094,0.248265986,0.180898314,99.9282,100.26765,0.2585,1
