Secs_since_last_brk,Z1_0,CS1_0,IBIS_ACC-1_0,RULParts
17377397,2.102056503,1.017181873,0.660063267,49
8801213,1.77300036,0.944395661,0.690935969,16368
18531868,2.102551699,1.000717163,0.665166318,49
6213059,1.641840219,0.993334949,0.635601401,8233
14409741,1.947938681,0.994715154,0.650633931,4141
18017020,2.151436567,1.000162482,0.662489235,49
7063032,1.796725512,0.95816958,0.637114286,8233
18340794,2.124703646,0.997587442,0.661332786,49
7025696,1.822386384,0.954279959,0.685920715,16368
8832583,1.747117877,0.828226805,0.684247077,16368
7882751,1.931435823,0.948251784,0.687753201,16368
11967890,1.745872855,0.923085868,0.647750318,6187
3005577,2.058017969,1.011045218,0.682614684,18414
11689587,1.964016676,0.987643957,0.648405135,6187
18586982,2.040614605,0.98651129,0.664932847,49
11559852,1.814007998,0.989764512,0.646824479,6187
7779473,2.349837303,0.97440064,0.637232423,8233
7279804,1.89890933,0.991474867,0.688814104,16368
514592,1.89372921,1.009301186,0.677767694,18414
9177074,1.83091116,0.940187156,0.641944408,6187
2457885,1.724568248,0.984694362,0.632592559,8233
2904812,1.936864853,0.993487477,0.68349725,18414
2390237,2.054453373,0.98828876,0.677157581,18414
2400477,1.749206781,0.988496065,0.630007029,8233
9479477,1.800224185,0.956718504,0.643103421,6187
18341515,2.144385338,0.980131507,0.662318051,49
611536,2.085097313,1.020526052,0.675227523,18414
19452725,2.073020697,0.935492218,0.663287401,49
7118314,1.809641242,0.948637784,0.638515055,8233
20136514,2.06910181,0.959548354,0.672660649,49
1294065,2.1019063,0.97481209,0.677681088,18414
17627797,2.046512365,0.995534301,0.656579077,49
20522745,2.017178297,0.980853319,0.671610117,49
7737557,1.968255639,0.988097548,0.685432851,16368
20086716,2.057560921,0.953390837,0.671600163,49
6557811,1.852748632,1.000370264,0.634735882,8233
20513105,2.011214018,0.968691945,0.670428574,49
4268219,1.697029114,0.945697606,0.630971789,8233
3025262,2.013594389,1.019532919,0.683561206,18414
1665237,1.709811449,0.953082085,0.629138172,8233
19386309,2.065831184,0.938938916,0.666530371,49
12062218,1.845808625,0.936360419,0.645771444,4141
6829672,1.779586554,0.959700465,0.635855734,8233
9008923,1.955660343,0.94920218,0.689222038,16368
4109217,1.726180315,0.972717404,0.640389442,8233
15160111,1.972730994,0.968356192,0.654119611,2095
17645206,2.037301779,0.992338896,0.656331956,49
10744172,1.916996002,0.989019632,0.648040056,6187
16741709,2.05907464,1.004333258,0.659841359,2095
5423426,1.932225943,1.008453608,0.637071192,8233
4270389,1.752472997,0.983054042,0.633957028,8233
6541566,1.859399438,0.990723968,0.637097836,8233
4923966,1.809469581,0.978908181,0.634990215,8233
462317,2.033346653,1.010327458,0.672712326,18414
7166038,1.906846881,0.984277844,0.68528837,16368
7239738,1.897552133,0.975434065,0.69638437,16368
15220031,2.168963432,0.979038715,0.652224422,2095
17556892,2.089672565,0.973436713,0.655916333,49
498969,2.069029331,1.015103579,0.674869299,18414
14546443,1.927751184,0.971803367,0.652494609,2095
4790157,1.774363995,0.960638702,0.63344717,8233
463753,2.005159855,1.011311173,0.67467016,18414
9409871,1.748937607,0.967901349,0.690609932,16368
2365599,1.707787871,0.972866416,0.628517628,8233
2003133,1.779428959,0.977974474,0.631394804,8233
9508747,1.842593789,0.950044215,0.642031133,6187
5334468,1.743038058,0.982764661,0.633063078,8233
9576614,1.892458677,0.957387924,0.640769243,6187
20483314,1.983353138,0.966486156,0.671018779,49
4870849,1.778376222,0.965851307,0.633469284,8233
17609230,2.0282619,0.996797085,0.659294605,49
15146155,1.954230785,0.96421051,0.655660391,2095
14600427,2.138910055,0.983723164,0.654742718,2095
17428798,1.957705379,1.013421059,0.653783381,49
19461615,2.031997442,0.954651415,0.663959742,49
4791841,1.803236246,0.957281113,0.633450389,8233
4419648,1.81697011,0.976022959,0.635345817,8233
22235314,2.024986744,1.000803828,0.672573805,49
17400327,1.983727455,1.020097494,0.657202721,49
14431884,1.920074582,0.977667511,0.652603149,4141
2856859,2.006392717,1.008181095,0.680999815,18414
9021398,1.865129471,0.957657576,0.693240225,16368
117051,1.679635406,0.9794842,0.625979662,8233
18529685,2.077064991,1.020179629,0.664138675,49
4082950,1.602559686,0.952602565,0.633681059,8233
8429875,1.88711369,0.918052495,0.63893199,8233
16765109,1.978743196,1.010119677,0.660979927,2095
19356977,2.011161327,0.936913788,0.66114825,49
8875123,1.989267707,0.935591698,0.687847316,16368
2363966,1.671760678,0.960158169,0.628394246,8233
20585068,1.982928395,0.959164023,0.669223309,49
2282575,2.070053339,0.985642135,0.678338051,18414
4387402,1.858619452,0.974479198,0.634035349,8233
7690496,1.803707361,0.971501529,0.639117181,8233
5264564,1.701170921,0.958933234,0.637214601,8233
18568654,2.037985325,1.007656097,0.663661718,49
1272406,2.151204109,0.973197043,0.676881015,18414
9560905,1.896756291,0.938870966,0.64120692,6187
1755380,1.735454798,0.9627527,0.634452939,8233
9178710,1.888604403,0.946622908,0.642414331,6187
17633518,2.01692915,0.988147616,0.656814039,49
3553314,2.032305002,0.977697551,0.679761171,18414
4928376,1.777271748,0.958425224,0.635090768,8233
13834298,1.714425683,0.988388717,0.653173029,4141
19495646,2.051836252,0.962649286,0.667445004,49
2358482,2.057859659,0.999688387,0.680176437,18414
1318223,2.367735863,0.999337256,0.67864567,18414
8300825,1.78420496,0.945308983,0.692415714,16368
17484686,2.020778179,0.993142128,0.656590104,49
17629233,2.066030741,0.992058814,0.655997753,49
6618403,1.791818619,0.984055221,0.635225415,8233
9025864,1.908468485,0.950721622,0.693422198,16368
12198153,1.922827005,0.948979318,0.646076441,4141
54526,2.070951223,0.998065233,0.672267318,18414
17973292,2.012521029,0.995552003,0.658776045,49
16726820,1.979026079,1.010790706,0.66204071,2095
19828212,1.96194458,0.961719632,0.665274918,49
12217234,2.008085489,0.940202713,0.647143245,4141
6018794,1.733037829,0.986269951,0.637694418,8233
2285495,2.11537075,0.995444536,0.682542682,18414
7221401,1.985990644,0.987093925,0.688507974,16368
18600860,2.047906637,1.01026547,0.663291812,49
17492170,2.012329102,0.985137939,0.657380521,49
4694564,1.67255652,0.957081974,0.633229673,8233
16889287,2.08443594,1.006518126,0.658809006,2095
7367921,1.896178484,0.979544878,0.683895648,16368
16979390,2.103217363,1.017444611,0.661138058,2095
17080359,2.07006979,1.029308319,0.656283855,49
4148674,1.911492348,0.956434608,0.635702193,8233
16903004,2.111475945,0.998325288,0.658838749,2095
7660402,1.949079156,0.982166767,0.686280906,16368
19820541,1.828714013,0.949747145,0.664693296,49
20054937,1.985857248,0.942076147,0.669567645,49
7713675,1.853749871,0.954693019,0.638401687,8233
15728505,2.120147467,0.978545845,0.65827024,2095
19933877,2.056228638,0.944247067,0.66676259,49
16804832,2.123019457,1.030809522,0.65603894,2095
7227394,1.838071704,0.952749491,0.637861669,8233
3349861,1.859831333,1.01007092,0.680840015,18414
6067125,2.026105165,0.965993881,0.686369956,16368
20407165,1.972865582,0.959396303,0.670118153,49
16765342,1.980485678,1.027634859,0.657576025,2095
19494944,2.073477268,0.965588868,0.663948476,49
16419734,2.151216269,1.016102791,0.65601927,2095
4375690,1.862614155,0.972907305,0.632019877,8233
8382607,1.914625764,0.96856308,0.687912047,16368
2449920,1.708336353,0.966741383,0.632597685,8233
8537298,1.86452055,0.947057545,0.688390434,16368
15013786,1.934051633,0.98071295,0.656702161,2095
9662970,1.95524323,0.937734187,0.639420569,6187
17385335,2.046221733,1.025066733,0.659874797,49
5463050,1.841230392,0.976729453,0.636936605,8233
2219958,1.789484501,0.961997151,0.629230499,8233
21005129,1.830220103,0.942724049,0.672145903,49
20039359,1.985378861,0.943367481,0.664738894,49
17374576,2.076434374,1.015871406,0.661678314,49
19412658,2.065227509,0.948151946,0.667308629,49
2432756,2.036772251,1.008548856,0.681518614,18414
16453946,2.133150101,1.014026999,0.655871212,2095
18062424,2.115487099,1.001007199,0.658414125,49
18821857,2.103341818,1.004071116,0.66628176,49
4788008,1.7788167,0.955077469,0.635492265,8233
8404840,1.755721331,0.93318522,0.69067663,16368
31264,2.06871438,1.001048803,0.675477862,18414
4125073,1.76958549,0.970187128,0.633795142,8233
20427225,1.994090915,0.955935419,0.674505949,49
4411079,1.760822296,0.967179239,0.632819951,8233
12265877,1.962739468,0.956032753,0.647946119,4141
17342189,1.945106387,1.027713776,0.659034133,49
1655352,1.586139917,0.956224442,0.629593432,8233
22330730,1.991962433,1.00195694,0.674649,49
2985863,2.030267477,1.013808608,0.68832165,18414
17428565,1.932715774,1.017704368,0.654825389,49
18003236,2.177852392,1.004207253,0.661482394,49
15838322,1.978421688,1.013100743,0.655174494,2095
9501471,1.824264526,0.948967934,0.641611397,6187
18838119,2.238823175,0.993197143,0.666340172,49
2399420,1.758728147,0.992011368,0.630616844,8233
8454087,1.902292132,0.951649547,0.690175653,16368
5349279,1.783940554,0.988610744,0.635990143,8233
15904778,2.151983023,0.985638201,0.65589726,2095
17613686,2.010920763,0.991371274,0.658237696,49
6655154,1.867888331,0.981475413,0.637467146,8233
20013772,2.082437277,0.940119505,0.665202558,49
5284498,1.740770936,0.98143667,0.638911366,8233
4770627,1.704206944,0.955755293,0.640444636,8233
4859631,1.804620624,0.949209571,0.636344671,8233
3484477,2.019931316,1.016345501,0.681488037,18414
20631513,1.949203134,0.961494505,0.667645574,49
8413996,1.869027257,0.950451553,0.689435482,16368
7889185,1.877324224,0.967834651,0.636819005,8233
17667541,2.032759666,0.993567169,0.656943798,49
18641165,1.866153121,1.001395583,0.668179214,49
2411976,1.837213993,0.974005103,0.628956258,8233
1661077,1.770661354,0.980603814,0.628350675,8233
18027615,2.146499157,0.992865741,0.659953773,49
2217404,1.72064209,0.983249962,0.630068719,8233
12205199,1.972566962,0.951597273,0.645654678,4141
9488398,1.842447042,0.95080471,0.645744264,6187
8306119,1.889851332,0.943138599,0.689473569,16368
7722465,1.853110671,0.962720692,0.638482392,8233
2978578,2.050475836,1.012957931,0.682590008,18414
21086174,2.021177053,0.997989058,0.672950149,49
8426100,1.879169345,0.942830563,0.641254842,8233
3643398,2.069653988,0.976875246,0.681317866,18414
18573381,2.110558748,0.981894612,0.663651168,49
15069258,1.840755701,0.97031635,0.655898273,2095
1068345,2.012560129,1.006859183,0.675904751,18414
2839176,2.023009062,0.990358233,0.683016479,18414
6754773,1.901832461,1.013532043,0.636797071,8233
15879937,2.076503277,1.01725924,0.65555346,2095
15729205,2.083447218,0.988976717,0.659366369,2095
5997166,1.743470073,0.957515657,0.695041299,16368
4920482,1.785512328,0.962540805,0.635070622,8233
9394,1.964775801,1.003357768,0.679522276,18414
2216462,1.689756036,0.980449796,0.631479084,8233
18047496,2.144006968,0.98210758,0.663333774,49
14459308,1.768257976,0.970580041,0.656888127,4141
14348275,1.7560848,0.97538197,0.652560592,4141
20515524,2.024585009,0.951486707,0.672480881,49
19389219,2.083553314,0.915574849,0.668924153,49
8326051,1.905110836,0.946777225,0.687618136,16368
4409140,1.730510712,0.957122803,0.633155465,8233
20632225,1.968078256,0.944108844,0.671251535,49
15028024,1.857705951,0.970345795,0.65499419,2095
15054916,1.849843383,0.966276705,0.653949678,2095
15647877,1.972345829,0.955310047,0.653776228,2095
12203562,1.955538392,0.936357081,0.644240141,4141
7066547,1.844309688,0.968934953,0.635686338,8233
6451521,2.061001301,0.986924708,0.684259176,16368
15009655,1.817370415,0.955740035,0.655773282,2095
5026268,1.689755321,0.963868976,0.639133811,8233
17603554,2.027028084,0.991870105,0.657439828,49
8331814,1.935761213,0.94761008,0.688572645,16368
17439001,2.015250921,0.991483808,0.656433463,49
18044568,2.153774023,1.007258534,0.662392259,49
17501296,1.997271419,0.976785123,0.659220994,49
2452159,2.013620853,1.008349419,0.680524051,18414
8392861,1.950966597,0.952307343,0.689200342,16368
102304,1.724408746,0.963596106,0.626963794,8233
16350088,2.082726717,0.999719024,0.655836463,2095
8390272,1.896407962,0.946380615,0.689312518,16368
3484944,2.03480792,1.01532948,0.680123031,18414
11902817,1.708949447,0.979958534,0.6464293,6187
9013232,1.961778164,0.953235567,0.687262595,16368
15830895,1.992766261,1.022356749,0.6551314,2095
14500411,1.989242315,0.976665258,0.653260469,4141
20040077,2.014347076,0.943099797,0.665226758,49
1903479,1.691796184,0.956731796,0.630538762,8233
18046293,2.156354427,1.005961299,0.6632393,49
2823545,2.048086882,1.007483959,0.682856083,18414
14984663,1.935535431,0.963313818,0.654709399,2095
19848735,1.929555297,0.957831383,0.662407398,49
15747306,2.120907307,0.991747141,0.657774985,2095
4826323,1.756250024,0.958418727,0.634218633,8233
15891327,1.912299633,0.990810752,0.654239893,2095
2985149,1.995723605,1.010735035,0.683739841,18414
4704364,1.738278031,0.961082935,0.635069728,8233
2221351,1.786106586,0.980979145,0.629788101,8233
7340071,1.772491574,0.979114056,0.686513782,16368
3024548,2.022721052,1.009847522,0.68360281,18414
18094624,2.187294483,0.987631798,0.661113262,49
7840090,1.846592903,0.958110988,0.638148606,8233
19835401,1.937269807,0.9477911,0.667244852,49
8422642,1.841870189,0.962737739,0.688385725,16368
6075116,2.039797068,0.986256242,0.685737193,16368
517024,1.970875025,1.021372437,0.673881471,18414
4720451,1.79035151,0.965681612,0.634132862,8233
2352713,2.007883549,0.992194891,0.679670453,18414
18822099,2.059399605,1.001987338,0.6647349,49
16734525,2.053149462,1.014749289,0.659446537,2095
15893253,2.064487457,1.02155447,0.656546295,2095
9641507,1.870384574,0.95350945,0.641446769,6187
16767222,2.035096407,1.036687851,0.657409966,2095
11385352,1.797939301,0.99122268,0.65057689,6187
2415167,1.787517667,0.976686597,0.630299985,8233
19816026,2.060270309,0.95395118,0.664806485,49
17426130,1.833447576,1.000120044,0.65717566,49
11428346,1.801067829,1.009646893,0.648526728,6187
9706715,1.823829532,0.977124393,0.644037068,6187
16814546,2.135465622,1.00408113,0.65835011,2095
9721976,1.930654287,0.98735857,0.641820431,6187
14413492,1.927555561,0.977510631,0.653748989,4141
1786003,1.915033698,1.000430107,0.676989198,18414
612517,2.077357054,1.030909181,0.678117335,18414
6216603,1.813823104,0.999064445,0.638643622,8233
7303450,1.919506073,0.987320602,0.698664963,16368
17435713,2.007580996,0.999708772,0.655109465,49
19857187,1.93639195,0.951718509,0.665262997,49
2393572,1.69647789,1.002802014,0.630904138,8233
6612664,1.858512878,1.009255767,0.634966373,8233
21166181,2.013178587,1.017336726,0.67103225,49
1716588,1.597996354,0.971433938,0.628026068,8233
20662658,1.925632954,0.953310192,0.670193434,49
17500339,1.966925144,0.981949031,0.660842597,49
2376547,2.019985914,1.013011456,0.680804491,18414
7115770,1.851839304,0.960885942,0.685585499,16368
7366012,1.807395935,0.987201571,0.688351393,16368
15609238,1.934996724,0.953927875,0.654249668,2095
8952277,1.874624372,0.954370081,0.691143155,16368
2830820,1.950647473,0.996381998,0.684242606,18414
17408492,2.062690973,1.023539543,0.656796157,49
14593640,2.082878351,0.979788542,0.656751633,2095
17367173,2.048519611,0.993899405,0.660092771,49
19457528,2.04891634,0.947181761,0.664457023,49
17619488,2.006866693,0.982559621,0.657207727,49
20054484,2.029717684,0.943244755,0.671137333,49
20060592,2.005556107,0.949083269,0.673870265,49
6676211,1.875374079,0.997180939,0.635837317,8233
15892786,2.033040762,0.984831214,0.653772235,2095
6055278,1.647454143,0.977844596,0.639532864,8233
5911252,1.818750501,0.991307974,0.638207018,8233
7122944,1.790181398,0.949025393,0.638286471,8233
22314126,1.992671251,1.013924122,0.672143936,49
8430581,1.924412966,0.915679038,0.639871597,8233
5986070,1.957882166,0.976648986,0.685569406,16368
7283991,1.928974628,0.970007479,0.687125564,16368
20676807,2.058050632,0.947964668,0.673132122,49
19395750,2.017519951,0.947603822,0.668506801,49
19450344,2.026415586,0.935757637,0.664942741,49
7033019,1.904257655,0.974325776,0.687982082,16368
6241851,1.861770272,0.988113821,0.633424878,8233
9522751,1.856489539,0.951408207,0.641073942,6187
17608996,1.976276159,0.99140048,0.658571482,49
6438792,1.773281217,0.998835683,0.63595587,8233
19328483,2.003519773,0.976490021,0.66595459,49
16410789,2.164335728,1.026660919,0.655855179,2095
7135225,1.918309212,0.991051912,0.689216137,16368
17416994,2.03097868,0.97932148,0.657312036,49
22330251,2.001094103,1.005364656,0.673116326,49
6533856,1.823997736,1.007099986,0.635215878,8233
984379,1.925951838,1.021372676,0.677210867,18414
8434917,1.866955042,0.972556233,0.686740518,16368
17590187,1.981983662,0.981598437,0.655200124,49
18579894,2.071029902,1.006217599,0.665451229,49
570812,2.184468269,1.013317943,0.677488089,18414
11618042,1.761485338,0.983305514,0.647138476,6187
4670399,2.033051014,0.986393929,0.688476026,16368
618300,1.972746491,1.019877553,0.676450849,18414
2442726,2.042443037,1.004458547,0.678502738,18414
6735102,1.944089532,1.019761682,0.63587904,8233
6681020,1.79959619,0.990088999,0.635736346,8233
1669942,2.076079369,0.991338551,0.681230128,18414
22342358,1.974073291,1.006893635,0.675962806,49
8650,1.890036583,0.987103462,0.675736725,18414
9020445,1.783977389,0.965006173,0.692078292,16368
1099782,2.168809175,1.006977081,0.677218735,18414
5253764,1.641175985,0.953776836,0.637076616,8233
18851204,2.052989244,0.982322276,0.663563907,49
7870480,1.829062223,0.94892168,0.686177552,16368
2928159,2.049448013,1.006919384,0.682701707,18414
2441971,1.678513765,0.977793217,0.633400202,8233
3399361,1.813417792,1.003982663,0.680011153,18414
15145589,1.976405978,0.958321095,0.652792156,2095
15749930,2.147262335,0.966325641,0.659447312,2095
22340088,2.024624109,0.996376634,0.67259109,49
4830324,1.865055442,0.979568779,0.631554008,8233
21075910,2.0624125,1.000162959,0.673505008,49
10113244,1.771358252,1.006209373,0.641390383,6187
9015640,1.944712758,0.949079096,0.684420586,16368
19430425,2.086261272,0.942198694,0.661520243,49
12268048,2.003006935,0.950203359,0.649336398,4141
4680353,1.820166349,0.954568624,0.634562135,8233
19872407,1.945021629,0.951238155,0.664455712,49
1027151,2.036498308,1.030442953,0.678176701,18414
6640626,1.8822124,1.012333751,0.687019467,16368
22282107,1.991734982,0.987588286,0.671271563,49
7612701,1.714039087,0.98347789,0.689019144,16368
11551957,1.789340496,0.991522312,0.64849335,6187
5954572,2.052625418,0.973854959,0.682075799,16368
4646625,1.965061903,0.966496706,0.690720379,16368
3789472,1.708814979,0.96926403,0.634197712,8233
8395958,1.934252739,0.950094223,0.687116921,16368
1244950,2.058594942,0.985863447,0.674411237,18414
17628497,2.083122969,1.004912734,0.656595528,49
18052577,2.048551798,0.978363991,0.669493675,49
4655566,1.814427853,0.966097116,0.633139968,8233
601602,2.091450453,1.005696654,0.675055623,18414
15060840,1.861868739,0.97834444,0.652611732,2095
4083426,1.631615758,0.973031521,0.634064555,8233
7702381,1.8115623,0.981849313,0.686473846,16368
5914912,1.764409661,0.956787586,0.680107474,16368
650567,2.092663527,1.016487002,0.679460049,18414
1225336,2.037284374,0.98432833,0.677202821,18414
18584320,1.955316663,1.009425998,0.666955054,49
8447262,1.967564464,0.937222302,0.639223218,8233
7874244,1.915076375,0.945013642,0.636285186,8233
6463194,1.731724977,0.982726157,0.635649502,8233
15815780,1.923279047,1.004556656,0.660272002,2095
16441713,1.957669973,1.012742877,0.665410995,2095
19976504,2.082266331,0.950423121,0.671012282,49
17629713,2.061419964,0.971593738,0.655704975,49
6456171,2.02977252,0.960357845,0.688159287,16368
1640493,1.61749351,0.946329951,0.628389239,8233
17373863,2.004459381,1.011036158,0.661394715,49
7186886,1.904636025,0.994870961,0.685033619,16368
15066184,1.826567173,0.965812981,0.652782202,2095
11375857,1.751461029,0.991905332,0.649429917,6187
1740468,2.027150393,1.004296899,0.678022981,18414
16816757,2.095672131,1.014933825,0.66114372,2095
14434467,1.985904217,0.965913832,0.655965209,4141
1987819,1.69489646,0.970543325,0.629744947,8233
8871430,2.010692358,0.961241603,0.686000228,16368
19481578,2.02838707,0.951026917,0.663600445,49
1046095,2.037203789,1.018055439,0.673583865,18414
7849221,1.811369419,0.969454944,0.640494525,8233
15615401,1.888452291,0.989628911,0.652551651,2095
21076618,2.047932863,0.997886777,0.675085425,49
2394419,1.987814426,1.015766621,0.678253114,18414
15643844,2.007174492,0.978976846,0.652964294,2095
7920923,1.956107497,0.958598375,0.691758275,16368
9657185,1.895808935,0.945586145,0.641171575,6187
1755612,1.732907772,0.974458575,0.63320601,8233
16359790,2.089437246,1.012061954,0.653678894,2095
6776111,1.883924127,0.96590066,0.637848318,8233
6082634,2.081955433,0.977024198,0.685854554,16368
8537543,1.862249255,0.956877291,0.687248111,16368
4957882,1.805372834,0.968661487,0.638329923,8233
7879139,1.903792858,0.936118186,0.691885471,16368
2994557,2.006621599,1.013767838,0.68295002,18414
8350218,1.931392193,0.942251742,0.68950659,16368
7652368,1.947957754,0.99904722,0.688514471,16368
2240271,1.750926375,0.971956074,0.630229294,8233
15182681,1.867627978,0.956530511,0.65211314,2095
6236217,1.851187944,1.00303793,0.636256754,8233
4696846,1.646531701,0.945271552,0.633084774,8233
3397116,1.78170836,0.993497252,0.680250168,18414
2458563,2.027548313,0.993482172,0.681341827,18414
6002675,1.773363471,0.981745183,0.641094983,8233
1153067,2.195761681,1.015620708,0.674973428,18414
16803352,2.012442112,1.010782242,0.656375408,2095
41609,1.857213736,0.970109463,0.62716645,8233
19324936,2.123887539,0.959452152,0.664687395,49
22234133,2.060905695,1.00565052,0.674882412,49
20102852,2.061350584,0.957568407,0.672373235,49
7112344,1.795625567,0.953825712,0.638115525,8233
9652291,1.730544209,0.947965384,0.642734826,6187
14540992,1.916388631,0.977964103,0.653922915,2095
11370610,1.80206728,0.996026933,0.650615335,6187
461850,2.041503668,1.013619065,0.672718465,18414
17382439,2.120528698,1.013334155,0.660017014,49
16362861,1.918558836,1.00766027,0.655437589,2095
4827293,1.815819383,0.985394716,0.634522498,8233
21068994,1.984631538,1.008643985,0.667100191,49
1820483,2.002571821,0.995728135,0.677628756,18414
9029224,1.908936143,0.950696647,0.690285444,16368
5370345,1.712047696,0.955524981,0.679463506,16368
5246615,1.707824349,0.96904707,0.638675988,8233
1816842,1.992416263,1.008586764,0.678055286,18414
10672457,1.862913251,1.008642316,0.652773559,6187
1822837,2.006827354,0.997284353,0.680890262,18414
17043696,2.105000973,1.008073211,0.657436311,49
2452885,1.992402673,0.999018312,0.683045924,18414
17488704,1.953446507,0.978988945,0.656183422,49
5993188,1.777493477,0.988987625,0.641394138,8233
5980776,1.845239282,0.992245317,0.637492418,8233
5256675,1.687096834,0.960730851,0.638085246,8233
5267960,1.741503358,0.988466859,0.636905968,8233
16330301,2.071074009,0.996557295,0.655319393,2095
2807916,1.919573069,1.001284361,0.686578989,18414
9239,1.790872812,0.97225523,0.626617372,8233
1670841,1.763188601,0.973604441,0.631302893,8233
4106885,1.727330446,0.976031899,0.640466094,8233
7227429,1.956061363,0.983318985,0.688092232,16368
9570301,1.813788176,0.957283914,0.643080115,6187
7652848,1.949834108,0.975542307,0.687095582,16368
5866920,1.614289403,0.991420209,0.638813615,8233
11014690,1.813306212,1.000695348,0.646932364,6187
1081614,2.123268127,1.006790996,0.675206125,18414
2311617,2.072157383,0.989800096,0.677504182,18414
18021868,2.175103664,1.012027383,0.662652731,49
6664273,1.883459091,0.988884807,0.636817753,8233
