264 14
1,3759.6099642507675 2,2025.0616699757948 3,1997.745597393097 4,1830.1019529966795 5,217382.64198919674 6,229242.77137607615 7,217828.41258352075 8,1609.5711382234385 9,2003.5757395125759 10,1989.945690624304 11,322.7590850150802 12,225546.1306765744 13,224927.26883962066 14,224068.9260276851
1,3612.7634477622823 2,2024.9864052098694 3,2001.1886153688777 4,1672.2655462683485 5,218077.60037893627 6,228642.73147442125 7,218154.73239433113 8,1644.6928918239823 9,2004.1317019565088 10,1992.8482084991265 11,294.93733748173867 12,225562.27098187993 13,224897.58990397374 14,224120.9209670408
1,3492.371624161133 2,2025.455487217403 3,2004.2002451932071 4,1541.6876382868063 5,218630.8686413277 6,228115.61702026863 7,218430.46149894476 8,1675.2181834952676 9,2004.760681324861 10,1995.235345936891 11,270.7963340964609 12,225588.9407508431 13,224880.57658047308 14,224164.71454214206
1,3386.2858002591533 2,2024.4790162208399 3,2006.2869792748909 4,1430.9387417245016 5,219065.3267087753 6,227777.213569094 7,218723.06236965404 8,1701.2100362171068 9,2005.4972422327141 10,1997.2249480177313 11,250.5767914415806 12,225556.70479581718 13,224880.3566185799 14,224200.2117704737
1,3292.1889880687204 2,2023.2575482025925 3,2008.0980745420554 4,1333.8382571674465 5,219533.30771497748 6,227413.61926313388 7,218952.1781591652 8,1722.954926705426 9,2006.0715271469835 10,1998.8964554992085 11,233.61125001043013 12,225495.97615352695 13,224886.0199524078 14,224228.4463438656
1,3212.110590128345 2,2024.0921395086657 3,2009.8661058793075 4,1247.2135567568798 5,219821.53143178835 6,227074.64134015827 7,219152.8090622922 8,1740.899972187234 9,2006.2330356811624 10,2000.3698849414998 11,219.19835427824034 12,225443.80080260508 13,224883.54356731818 14,224253.42423862973
1,3143.5539413901647 2,2026.331581428948 3,2011.2908058396297 4,1170.32300471419 5,220009.34423324472 6,226734.79474414018 7,219332.40215672457 8,1756.3559658576673 9,2006.249025556443 10,2001.6985415207428 11,206.67991653875944 12,225421.49046233232 13,224862.32067346733 14,224280.81344077754
1,3077.3449013841073 2,2024.2662007019444 3,2013.0818018239245 4,1103.7154491415447 5,220240.2022856392 6,226453.7236741085 7,219494.87107935472 8,1771.3961853420653 9,2007.099074036337 10,2002.6307292639913 11,195.4329660668093 12,225452.49451565277 13,224781.34705374992 14,224333.05951340657
1,3019.0343857290145 2,2023.2731078655268 3,2014.5806285281703 4,1043.6948000664054 5,220482.48858539335 6,226208.36579481544 7,219649.53821607897 8,1785.7236829339968 9,2007.9008192539627 10,2003.4176732089177 11,184.33844667907445 12,225444.76824523322 13,224741.8201530799 14,224368.4337910515
1,2963.432811315655 2,2026.102035939431 3,2014.603636534679 4,982.6899713266375 5,220563.48583239986 6,226035.88475432148 7,219779.98033019138 8,1799.6279409708516 9,2008.2117996309676 10,2004.299800096931 11,172.50921140091592 12,225405.79856722007 13,224761.5926215767 14,224366.60787162962
1,2903.760470453416 2,2026.5124532273396 3,2015.6890630722144 4,921.2803201868077 5,220748.2922841805 6,225831.02803825453 7,219963.6413212117 8,1812.96069759849 9,2008.819626601952 10,2004.9965885538882 11,161.32776691542546 12,225411.0004305382 13,224801.0006266151 14,224332.1328144956
1,1837.2652913995003 2,9437.082779046066 3,2242.105128121972 4,9358.305618506294 5,240620.0460849958 6,108750.63589050231 7,243557.3024633358 8,1816.0159932790907 9,2408.9033809035764 10,2196.6113861054914 11,1656.7759207104566 12,223727.5975401883 13,193119.6438271168 14,227657.03975353847
1,1836.6976628312907 2,9443.146153997712 3,2241.4012402367553 4,9353.650140437794 5,240489.29532973765 6,108828.46280847557 7,243664.37107528196 8,1815.6439388630972 9,2399.3506221843254 10,2195.8217168092447 11,1656.0571750390764 12,223715.19556557847 13,193204.87554359194 14,227658.60614184002
1,1831.6002333065428 2,9492.911613434972 3,2233.9207727768903 4,9298.088011542235 5,239158.5762681876 6,109942.5113315132 7,244680.371094004 8,1812.5275426675446 9,2303.0395398863193 10,2187.54065934009 11,1647.195220180065 12,223594.61067060533 13,194113.1756340262 14,227666.89937646725
1,1819.6914813056287 2,9499.042085111852 3,2199.014160197176 4,8911.342299932561 5,233391.6342056864 6,121073.35308910695 7,247374.00844312037 8,1811.7003096807084 9,1898.1205565748633 10,2147.5453427295547 11,1581.1942140019275 12,223204.57146517496 13,198980.49171521148 14,227521.52651146566
1,1833.2603593831834 2,9108.322823182069 3,2152.0265070747837 4,8178.260675940294 5,226145.3821904174 6,141298.23862958906 7,248910.77643911677 8,1828.5676938593538 9,1505.1460169290363 10,2104.5772801930625 11,1447.8455271599105 12,222754.99528717902 13,205771.9707274399 14,227320.40971097723
1,1876.8020167063994 2,7714.025356172756 3,2089.148080135278 4,6376.542129307689 5,218255.81527478743 6,174260.09762488795 7,245240.54694616797 8,1877.3165126841197 9,1107.8983936882664 10,2050.9918740019093 11,1124.7416232182727 12,222867.32489251322 13,215667.25366689824 14,226390.85375101716
1,1916.0279423518753 2,6597.051581552198 3,2056.539411128247 4,5015.044259087297 5,215840.81043547965 6,191867.5806495439 7,241329.37728269436 8,1916.1421639283994 9,1066.1872854774658 10,2022.365764954158 11,884.2277120319461 12,223126.06877160651 13,220430.38352459096 14,225856.97230062197
1,1942.8068084930362 2,5787.9887731827175 3,2042.6630543665838 4,4070.719509677664 5,215418.50816925053 6,201921.16276522502 7,238020.32150429665 8,1941.180418447703 9,1165.5922358415578 10,2009.8031561439757 11,719.74422940079 12,223351.91780499683 13,222850.7193301165 14,225627.37901624784
1,1960.50859294871 2,5195.222159331393 3,2033.0633277333648 4,3403.559221966394 5,215654.80618046038 6,207668.59300610583 7,235320.71874743403 8,1957.398349874607 9,1280.7488701326927 10,2005.2621431487976 11,601.5934792258536 12,223561.08301765815 13,224173.19549781145 14,225401.07942443763
1,1973.3833732932076 2,4755.263656441858 3,2027.2773859074418 4,2915.9838765549666 5,216136.73739974547 6,211153.37600551543 7,233326.66311224748 8,1968.7219115671044 9,1377.0140998734664 10,2002.9609866990616 11,514.7299538808417 12,223759.98692805253 13,224722.78386393556 14,225151.71355951572
1,1978.9318215752958 2,4416.602278402413 3,2028.2999100083778 4,2546.244689408388 5,216706.72179006587 6,213534.5736245213 7,231889.21064306187 8,1977.8757823926906 9,1455.4152734655631 10,2001.5241000168169 11,448.96329391165864 12,223840.92006848525 13,225063.41964598765 14,225117.37757075776
1,1989.5060812052427 2,4148.203334769478 3,2024.5569214740779 4,2249.5054146575776 5,217008.8022689009 6,215396.81527099642 7,230885.24781910662 8,1982.46764156287 9,1515.1560781262385 10,2002.2304085493447 11,399.2551091465249 12,223932.12707585498 13,225172.88172492984 14,225043.9251998929
1,1995.0492186456231 2,3934.5804282803924 3,2023.9957178056966 4,2017.4920017266033 5,217420.12078866866 6,216468.69776735047 7,229999.54231448975 8,1986.9578025622195 9,1567.321194870995 10,2002.64339339717 11,356.8625668670721 12,223948.65501206552 13,225572.23488944498 14,224998.70856507163
1,2000.9336777057163 2,3764.7515655849393 3,2023.2246345316582 4,1831.6347833617197 5,217711.54020754196 6,217383.08416827355 7,229299.34916769445 8,1990.6526160071612 9,1610.536204704214 10,2003.168613367103 11,322.39418353145965 12,224024.9881590377 13,225665.7662426245 14,224957.6192269386
1,2001.9067356135529 2,3618.9484661566057 3,2023.7689264330215 4,1679.3574036085156 5,218313.19706758138 6,218038.13476137497 7,228620.39129247668 8,1993.954366048445 9,1646.8350517393403 10,2003.7334401074102 11,294.2296549038218 12,224117.61363873753 13,225616.31895925745 14,224929.0159543989
1,2002.1158507627977 2,3491.1581860933434 3,2024.3359951942264 4,1547.3398501363117 5,218602.86914589323 6,218705.5622328453 7,228114.18036130964 8,1996.0959262949439 9,1674.0514201036624 10,2004.2993726279149 11,272.70940111438574 12,224238.16409588244 13,225356.0720589118 14,224922.70285821302
1,2008.557979098474 2,3389.6849166306083 3,2024.5179235209753 4,1429.6645648703152 5,218742.0209821666 6,219035.00254306567 7,227690.55344210155 8,1997.3173005452 9,1695.8590904860428 10,2004.740289154314 11,254.43277541340288 12,224271.12470120162 13,225344.64849136063 14,224898.89156667257
1,2011.1630347373462 2,3297.961664150698 3,2024.76240645796 4,1330.3969842763277 5,218823.0014804066 6,219461.94040228895 7,227315.21841502274 8,1998.8344551428727 9,1715.9539192217767 10,2005.2704373088209 11,238.64254686680934 12,224270.1824615858 13,225425.42855861448 14,224859.21233469344
1,2012.7853079634708 2,3218.4103813807455 3,2024.9482577471526 4,1245.9026820462136 5,219029.7370197052 6,219760.30487858545 7,226995.37002123534 8,2000.214900833612 9,1735.0705205516128 10,2005.8024303688094 11,223.56136342040554 12,224297.392034881 13,225411.4302333776 14,224843.8612877852
1,2010.945746980098 2,3140.378005677344 3,2024.4082506257898 4,1171.8593985414695 5,219283.9066879862 6,220029.15831488048 7,226725.1397980164 8,2001.9463974096047 9,1753.008089957072 10,2006.5676592147877 11,210.81756759561205 12,224280.82167913238 13,225500.74531512568 14,224794.96933512465
1,2010.3383115063461 2,3071.2582844202257 3,2023.9503388869146 4,1104.1443858189907 5,219395.33070924078 6,220388.67958635234 7,226463.38348479418 8,2003.4646186214786 9,1770.6980223167586 10,2007.3569826312535 11,197.93509371886205 12,224272.5544273714 13,225539.96870026685 14,224749.00123200836
1,2012.874607137076 2,3011.1752354657383 3,2024.8541388381157 4,1036.2925928545917 5,219590.9951780267 6,220402.20482105543 7,226260.49181527793 8,2004.4661267882177 9,1787.2529418272682 10,2007.8723502219284 11,184.56024596032665 12,224285.75021066173 13,225494.7769288302 14,224729.0562376062
1,2015.292901369567 2,2947.7888795530253 3,2026.01171202763 4,965.0360089749038 5,219702.1485909426 6,220484.56420878146 7,226049.29283346003 8,2005.2471127554763 9,1803.2779486012591 10,2008.2510052581538 11,170.9481154500375 12,224318.11777201603 13,225396.15541129076 14,224750.17341312446
1,2016.598896926112 2,2882.4782974093782 3,2026.5722816945577 4,895.5542382400151 5,219879.0493554076 6,220652.66659121373 7,225909.20646954584 8,2005.9820813433823 9,1818.560797059692 10,2008.6668142318313 11,158.00358552556565 12,224355.8044025298 13,225310.73878600905 14,224805.66937917998
1,2234.691853502655 2,1837.3461050139704 3,9612.128416337284 4,9285.023629303116 5,243125.67218278098 6,241272.1743022001 7,108107.25950284791 8,2194.665237412308 9,1810.53378170712 10,2195.820337801777 11,1643.963381503795 12,227800.50752097034 13,223690.36004820466 14,192831.21896104343
1,2237.3912056559525 2,1832.1359687343404 3,9714.583263543731 4,9387.512543104984 5,243466.30561522878 6,240912.16324316923 7,108126.32848314938 8,2192.874697729089 9,1810.2930075019528 10,2196.8954999408065 11,1665.907622867266 12,227771.2018005841 13,223730.2791686439 14,192841.27042791096
1,2228.3311829385043 2,1820.696441571525 3,9928.593994628589 4,9484.519494264117 5,244373.65366587695 6,239851.02017117362 7,108801.41368743549 8,2178.7031762406914 9,1805.538022588134 10,2085.47356068155 11,1687.7415969490141 12,227778.69291985309 13,223611.47227082358 14,193664.23465538264
1,2221.481697052617 2,1807.7880263167917 3,10173.848859470729 4,9799.68409414876 5,246977.46137674604 6,233550.73584679767 7,121377.17140897264 8,2174.3660414682354 9,1792.3128892217944 10,2157.117760626676 11,1725.3974490407682 12,227534.64845352017 13,223184.44850813007 14,199160.2102867865
1,2169.2581977138425 2,1828.176075273751 3,9216.424862577389 4,8412.154511207264 5,248250.91325339917 6,226609.60793766277 7,141477.9330400422 8,2123.320849553833 9,1817.9395136242783 10,1646.474668450177 11,1479.9116174833841 12,227232.4031259084 13,222867.14978147697 14,205749.2411807061
1,2095.596783733573 2,1875.350782067337 3,7728.210669970549 4,6396.919954461749 5,245402.37092309486 6,218498.85877854793 7,174054.85025657012 8,2054.888905110302 9,1874.2395863761822 10,1111.6188377562253 11,1128.7392954839122 12,226476.92704634272 13,222899.8500876669 14,215623.54812628013
1,2059.8255066654806 2,1915.017678977042 3,6600.950709114102 4,5018.804094589491 5,241235.5423385301 6,215848.1285247972 7,192122.33887047844 8,2024.7212518527217 9,1914.2385748279523 10,1064.0948396724202 11,885.8099595051036 12,225918.9178836065 13,223140.97038283735 14,220654.24083924582
1,2042.7484268864348 2,1941.9898283175053 3,5788.57866124939 4,4073.70604272453 5,237828.46402294334 6,215335.82461269575 7,202076.90023007902 8,2011.8562492593267 9,1939.760103758557 10,1167.4830168843127 11,718.5700663316193 12,225558.697919058 13,223367.1899906268 14,222982.3121646371
1,2033.8877855662056 2,1959.263581621367 3,5197.05067288862 4,3407.1341098406156 5,235319.06204860404 6,215664.61474968932 7,207678.38170537946 8,2006.346691866254 9,1956.43297304554 10,1281.5554082443628 11,600.3901065567194 12,225324.29154762925 13,223549.92443773206 14,224114.76946999106
1,2029.2710712379624 2,1971.5398152415767 3,4755.28934326161 4,2917.142886167413 5,233405.10140137596 6,216073.7574368156 7,211142.32263755758 8,2003.917442329187 9,1967.6922062376532 10,1377.035466891612 11,514.1821807477223 12,225193.17126151265 13,223706.4411531262 14,224693.90681493498
1,2027.5281803125383 2,1981.3227795264354 3,4417.883546323167 4,2543.633535487856 5,231986.72031678236 6,216587.5273015082 7,213565.35517261026 8,2002.9567572615636 9,1975.7036976030765 10,1453.7413883960492 11,448.97603976477046 12,225125.12867425932 13,223833.3561018407 14,225062.26486234413
1,2026.4361758437108 2,1988.3470552747601 3,4151.470852403355 4,2252.5633850355653 5,230869.76646921074 6,217051.42047483032 7,215371.26642684746 8,2002.7803278725733 9,1981.6669304324055 10,1515.8659261841567 11,397.84092636541743 12,225082.51908900653 13,223931.58129856823 14,225279.47003465157
1,2025.365480930096 2,1993.4742028175249 3,3935.8510330679005 4,2020.2708746755557 5,230021.18720129432 6,217497.32357542243 7,216554.3173845 8,2003.0660109634416 9,1986.2623980295746 10,1567.0187845097985 11,356.5796119165492 12,225040.81076919194 13,224007.8396185977 14,225403.00462893848
1,2024.560034793907 2,1997.5352210823405 3,3759.376469831991 4,1831.3061064197957 5,229247.2080023811 6,217841.2115572094 7,217464.96539019907 8,2003.5788991525878 9,1989.8837465750685 10,1609.577549125429 11,322.6374587898836 12,224988.98451845866 13,224070.46146300752 14,225473.63391460906
1,2024.401601961864 2,2000.9600435546274 3,3613.6419764571083 4,1674.7252859408152 5,228668.36869885004 6,218175.10354706366 7,218081.2683713476 8,2004.1745872023125 9,1992.7926513468788 10,1645.1597869312602 11,294.4474476264034 12,224930.95347047853 13,224125.61052614643 14,225515.60042790297
1,2024.5284210486093 2,2003.809174670514 3,3490.821570845943 4,1542.7697287721223 5,228146.29203735932 6,218459.1409499852 7,218673.91604796334 8,2004.814295571155 9,1995.1700699446121 10,1675.0925203771098 11,270.91236087125594 12,224878.6332139758 13,224174.90131788832 14,225535.47030154252
1,2024.2705999235368 2,2006.1820814707294 3,3384.5639432130415 4,1429.8866434674565 5,227715.6694679373 6,218714.5843987802 7,219140.25253823664 8,2005.4659384177035 9,1997.139624811056 10,1700.4998572748657 11,251.0797447537563 12,224842.4139774459 13,224216.571352964 14,225530.71676261423
1,2023.976511945109 2,2008.2376936479134 3,3291.352011091383 4,1331.374685640808 5,227325.8201746814 6,218941.60662518983 7,219470.46779238037 8,2006.0114961934833 9,1998.8123902451966 10,1722.251508140158 11,234.05701905768427 12,224824.55978329512 13,224248.91812885003 14,225503.39280419255
1,2024.3940200119198 2,2009.941007119872 3,3210.177379030226 4,1244.6472207503284 5,226936.1542186678 6,219149.58808046096 7,219759.99384718246 8,2006.331173550157 9,2000.3008303961751 10,1741.06143161392 11,219.10179755590852 12,224819.46295831192 13,224272.80918050391 14,225466.041967797
1,2025.590332263713 2,2011.2187406010487 3,3139.4845058895057 4,1168.0252615540276 5,226690.18630682785 6,219327.40465903163 7,219989.52430900547 8,2006.4917278918053 9,2001.6558395499617 10,1757.648998870789 11,205.72089421197828 12,224818.7432519553 13,224291.44602717223 14,225435.24171547184
1,2025.642063293363 2,2012.6291875035831 3,3076.167876425818 4,1100.9017957442009 5,226533.25882464222 6,219466.1820669596 7,220277.87540406056 8,2006.7751078322804 9,2002.803661126485 10,1772.9702424940583 11,193.32687519870802 12,224819.67803804873 13,224306.08644133114 14,225435.72445757414
1,2024.7816487339528 2,2014.3446211268138 3,3021.656385954198 4,1043.5507857077569 5,226294.57650038 6,219624.98315311858 7,220447.87057882387 8,2007.4057199839358 9,2003.6387116006001 10,1786.5880341244517 11,182.80018507555718 12,224818.1900306816 13,224318.40417679993 14,225431.70147547848
1,2025.1599177722208 2,2015.6799330279507 3,2958.8871310485065 4,975.791598908747 5,226089.0253124863 6,219757.2722857237 7,220576.40940420434 8,2007.2090909443168 9,2005.438105408714 10,1801.5934653139993 11,171.33235856717855 12,224803.03485007957 13,224341.37865000457 14,225375.70777245122
1,2024.9244714597423 2,2017.658887139574 3,2897.38539557709 4,909.4905825235 5,225875.33984466255 6,219952.89883203787 7,220786.66599632773 8,2007.4700678026227 9,2006.6874845458563 10,1816.795803158677 11,159.86478846612658 12,224785.77064949824 13,224421.96038290072 14,225367.39261277675
1,16186.089198110658 2,14179.888701041556 3,2032.1904125178378 4,0.09648756426176501 5,121692.71337579291 6,130847.63707194984 7,222572.029259996 8,3058.1117782339998 9,5008.89095119043 10,2017.7884992426737 11,0.017143152264453187 12,192098.91805172848 13,171642.50763040595 14,224670.02266593548
1,16204.78354939575 2,14199.40461428621 3,2032.1904125101419 4,0.09648755555542096 5,122172.24812683591 6,130356.56769499353 7,222572.02926000548 8,3057.1378096608546 9,5009.331313185999 10,2017.7884992449349 11,0.017143150734746537 12,192300.10022068213 13,171586.34355939005 14,224670.0226659321
1,16236.797574000488 2,14241.866812582806 3,2032.189571414855 4,0.09478721466580164 5,125816.77389285639 6,126458.82620932165 7,222571.89874628943 8,2997.548663771567 9,4961.0597589438885 10,2017.7859046395802 11,0.016531195382504114 12,195609.467299852 13,171549.73031111798 14,224669.81346634036
1,15897.010855230252 2,14015.883762517904 3,2032.1875825706065 4,0.09426630907000975 5,149717.35099712884 6,110321.12432185868 7,222571.849123465 8,2489.9886379009486 9,4503.309557991228 10,2017.7847145835203 11,0.01633749564767679 12,204623.17661519718 13,172222.9529966391 14,224669.6785655037
1,14870.278147234822 2,13217.632650919135 3,2032.1875821423923 4,0.09426583787920917 5,177030.7575887998 6,106144.27905003427 7,222571.84912321635 8,1788.380567872397 9,3788.4192115964474 10,2017.7847147108696 11,0.016337413823557415 12,215725.2517009548 13,177705.9428104645 14,224669.67856493656
1,12351.968499681834 2,11137.50820306911 3,2032.1895697668374 4,0.09478541407904124 5,210343.3773080939 6,130490.95964884976 7,222571.89874615558 8,755.7453423408502 9,2625.3073097067895 10,2017.7859051219004 11,0.01653088094097698 12,228678.65958559277 13,192287.45364421513 14,224669.81346427757
1,10220.461257647758 2,9319.260903184815 3,2032.1904099552671 4,0.09648467109775376 5,223135.91334028222 6,154953.3286287171 7,222572.0292626627 8,269.4318295645266 9,1916.7396347227636 10,2017.7884999978717 11,0.017142637712844223 12,232034.88494390386 13,202247.25835824845 14,224670.02266479438
1,8693.590597112327 2,8002.810913808277 3,2032.1913891096692 4,0.09678234369251217 5,228357.15991013145 6,171246.25609730827 7,222572.12058961354 8,481.6229207435193 9,1540.181009823135 10,2017.7895719739809 11,0.017299415082970476 12,232911.74291650148 13,208458.89521204788 14,224670.12900498623
1,7591.145842801731 2,7045.569398287626 3,2032.1937305088318 4,0.09650923630738494 5,230592.6612239077 6,182009.71834854153 7,222572.25597800605 8,747.6144352904697 9,1369.1670587120987 10,2017.7904893699053 11,0.017258760245838247 12,233037.41050671675 13,212476.7290638392 14,224670.2544508468
1,6770.626456146857 2,6329.524475701545 3,2032.1954385121544 4,0.09593389010179246 5,231258.70779613705 6,189326.56544935136 7,222572.42160468953 8,948.592318945711 9,1313.543077786227 10,2017.7915149927233 11,0.017060453989654726 12,232915.97839848552 13,215221.9442370878 14,224670.39042958888
1,6139.605483103964 2,5776.844782004865 3,2032.1959864009639 4,0.0954255864792452 5,231177.05722614485 6,194498.76819950843 7,222572.6019909405 8,1097.5255949281773 9,1315.269305787676 10,2017.7926800628452 11,0.01680967943806589 12,232583.82596701826 13,217111.50779169478 14,224670.51440362638
1,5644.307965360908 2,5341.631863896913 3,2032.1968530146487 4,0.0951902959246577 5,230935.94871497244 6,198373.13166960626 7,222572.7721777281 8,1208.3019331440248 9,1341.0023060229826 10,2017.7937599020058 11,0.016612705969655632 12,232066.7338140112 13,218384.0915210909 14,224670.60753617922
1,5251.737199006597 2,4995.421869653706 3,2032.1984406697154 4,0.09521528159076109 5,230677.51362441602 6,201393.47732765815 7,222572.92442938217 8,1293.2717669936058 9,1374.5258986534259 10,2017.7946190521009 11,0.01652443228492896 12,231464.00798349016 13,219240.264289299 14,224670.66662968433
1,4936.5810283881765 2,4716.435877623592 3,2032.199570684981 4,0.0953404178104372 5,230290.03346327628 6,203732.51906587882 7,222573.05472397583 8,1363.0253808034283 9,1410.2678372022172 10,2017.795297786723 11,0.016539152181667592 12,230888.52205926404 13,219854.69813621682 14,224670.6999176228
1,4676.695668666195 2,4485.632310849794 3,2032.199916174444 4,0.09544937272592734 5,229806.22951498712 6,205554.29863350492 7,222573.15526381083 8,1424.2674956852761 9,1447.3367988696734 10,2017.7958160548842 11,0.016615379906936543 12,230406.98333537785 13,220350.56779774599 14,224670.71465037466
1,4454.415539494703 2,4287.594639798356 3,2032.1999153137294 4,0.0954484183384499 5,229448.9857530302 6,207115.43331923272 7,222573.15526376854 8,1474.2274979403687 9,1481.2381332294397 10,2017.7958163095657 11,0.01661521378068301 12,230067.8707191495 13,220831.89843414558 14,224670.71464968947
1,4266.270755153357 2,4119.466118576489 3,2032.2003569027383 4,0.09551387894469239 5,229089.25294628376 6,208403.81904419765 7,222573.22761806846 8,1520.9698242786478 9,1515.9150464930551 10,2017.7961352608866 11,0.016705886001441118 12,229722.7456181898 13,221183.3789022868 14,224670.71063166508
1,4102.081275871322 2,3972.2623592358987 3,2032.201097750214 4,0.09556905403898781 5,228906.78493451833 6,209614.89369194512 7,222573.2744686974 8,1560.6864704256848 9,1547.5673885845094 10,2017.7962584939376 11,0.016776947118754167 12,229442.36292643074 13,221504.46310019674 14,224670.6838768597
1,3960.4879542271287 2,3844.9991754861207 3,2032.2010968894544 4,0.09556809850235183 5,228609.63680298315 6,210559.09353706668 7,222573.27446906475 8,1592.0889130646156 9,1573.4660122042087 10,2017.7962587487427 11,0.016776779363194935 12,229184.95542975122 13,221770.07997886348 14,224670.68387617552
1,3837.8069546244424 2,3734.5065163791323 3,2032.2015435476787 4,0.0956244854045917 5,228449.45860149065 6,211476.2586240533 7,222573.31041414535 8,1619.056111925799 9,1596.4829741433173 10,2017.7961995543478 11,0.01681341751196113 12,228963.33952579094 13,222010.06313253826 14,224670.63372945727
1,3727.954128157214 2,3635.217173768376 3,2032.201542685669 4,0.095623529330811 5,228196.15373131933 6,212192.06384464924 7,222573.31041466843 8,1643.2576295368292 9,1617.8952257779913 10,2017.7961998091325 11,0.016813249396425443 12,228744.24391157823 13,222194.8544085978 14,224670.63372879793
1,3637.588620776346 2,3553.969179078867 3,2032.2016214549947 4,0.09565355533808775 5,227909.92206908605 6,212773.87797112594 7,222573.3383166016 8,1660.6871166171825 9,1632.5640652410368 10,2017.7959321795545 11,0.0168190511608316 12,228569.30161014077 13,222388.5884019254 14,224670.56498135097
1,3557.8339107636216 2,3482.506714628664 3,2032.2015787958667 4,0.09565211310623299 5,227564.74456651072 6,213201.80513910472 7,222573.34885104588 8,1675.277858624253 9,1644.1663591273207 10,2017.7954817850298 11,0.01681222430255836 12,228420.8475823227 13,222580.44982270215 14,224670.48212683783
1,3479.142640299748 2,3410.8262890399424 3,2032.2015779340977 4,0.09565115676754743 5,227369.18405482208 6,213708.4893408782 7,222573.34885157866 8,1692.6073016184178 9,1660.6331577938474 10,2017.7954820400623 11,0.016812056221715 12,228251.20508541257 13,222699.7363946665 14,224670.48212614702
